Participant_ID,SEX,Participant_Age,Participant_Ethnicity_1,Participant_Ethnicity_2,Participant_Ethnicity_3,Education_Level,Family_Income,Participant_LTR,Dating_Length,Relationship_Satisfaction,Probability_Leave_Current_Partner,Partner_Number,Had_Sex,Age_Sex,Participant_Primarily_Attracted,Participant_Lifetime_Sex_Partners,Past_Year_Sex_Partners,Past_Month_Sex,Orientation,GenHealth1,CMVS1,CMVS2,CMVS3,CMVS4,CMVS5,CMVS6,CMVS7,CMVS8,CMVS9,CMVS10,CMVS11_rc,CMVS12,CMVS13,CMVS14,CMVS15,CMVS16,CMVS17,CMVS18,CMVS19,CMVS20,CMVS21,CMVS22,CMVS23,CMVS25,CMVS24_rc,CMVS25_rc,CMVS26_rc
238,1,25,1, , ,5,3,1,5,10,11,1,1,21,1,1,1,1,1,4,3,1,1,7,3,7,2,1,2,1,6,3,3,2,3,4,3,3,2,3,2,3,3,4,1,4,6
239,1,60,1, , ,4,7,1,5,11,1,3,1,19,1,3,1,12,1,5,4,6,7,7,6,6,2,2,4,2,2,1,1,1,7,7,7,3,4,3,4,7,1,7,1,1,1
240,1,39,1, , ,3,7,1,5,9,1,1,1,21,1,1,1,0,1,4,1,1,1,5,1,6,6,7,7,7,1,1,1,1,7,7,7,7,7,2,6,6,1,7,1,1,1
242,1,29,1, , ,5,8,1,5,8,1,1,1,17,1,2,2,5,1,3,4,5,6,5,5,7,5,4,5,6,5,2,3,4,7,7,6,2,3,7,4,4,5,5,1,3,2
243,1,45,1, , ,5,7,1,5,11,1,50,1,14,1,30,1,10,1,3,4,3,4,3,3,4,3,4,4,4,3,1,1,4,6,6,6,2,2,4,4,4,1,6,1,2,2
244,1,30,1, , ,2,6, , , , ,1,1,21,1,1,1,8,1,4,5,6,6,7,7,7,6,6,6,7,6,7,6,6,6,6,5,2,2,7,7,7,7,7,1,1,1
245,1,31,1, , ,4,6,1,5,11,1,1,1,16,1,1,1,1,1,1,2,6,6,6,2,3,6,6,6,6,5,6,6,3,6,3,6,5,6,6,2,4,2,4,6,4,2
246,1,37,1, , ,2,6,1,5,8,1,3,1,15,1,5,1,2,1,3,5,6,6,5,6,2,7,7,7,7,5,1,2,3,7,7,7,1,1,7,4,7,7,1,1,7,1
247,1,45,1, , ,2,6,1,5,11,1,5,1,17,1,2,1,6,1,4,3,3,3,4,3,4,3,6,6,3,7,1,1,1,7,7,7,1,1,3,4,4,4,7,1,1,1
248,1,33,1, , ,4,7,1,5,11,1,10,1,18,1,12,1,4,1,5,2,2,2,5,3,1,2,2,3,1,1,1,1,1,5,4,5,1,1,2,3,5,1,3,1,5,1
250,1,47,1, , ,4,5,1,5,10,5,10,1,16,1,20,2,25,1,4,3,3,3,3,3,3,1,3,3,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1
251,1,50,1, , ,4,6,1,5,10,1,6,1,19,1,5,1,10,1,4,2,3,3,7,4,7,3,4,4,4,4,2,1,2,7,6,6,3,5,4,4,5,3,6,1,2,2
252,1,47,1, , ,2,6,1,5,10,1,4,1,13,1,80,1,3,1,4,3,2,2,2,2,2,6,6,4,6,6,7,7,7,7,7,7,2,3,3,4,6,2,6,2,2,2
253,1,36,2, , ,5,1,1,5,11,4,1,2, ,1,1,1,1,1,3,6,6,6,6,6,6,6,6,4,3,6,2,2,2,4,2,4,2,3,2,2,2,2,2,3,6,3
254,1,57,1, , ,3,7,1,5,6,1,7,1,17,1,6,1,0,1,4,1,1,1,1,1,7,6,4,4,6,5,1,1,4,7,7,7,2,6,6,4,7,4,7,1,1,4
255,1,29,1, , ,3,6,1,5,10,1,3,1,17,1,2,1,3,1,4,2,2,3,5,3,2,3,3,3,3,3,1, ,2,5,6,6,2,3,3,3,3,1,5,1,3,2
256,1,25,1, , ,4,4,1,4,4,10,2,1,16,1,15,1,1,1,4,3,3,3,3,3,3,2,2,4,1,1,1,1,3,6,6,6,1,1,5,3,2,2,4,3,4,3
258,1,32,1, , ,5,6,1,5,11,1,5,1,19,1,5,1,6,1,5,3,4,7,7,5,7,7,6,7,7,6,1,1,2,6,7,7,3,3,6,4,7,3,7,1,1,1
259,1,36,6, , ,4,7,1,5,9,1,3,1,14,1,2,1,20,1,4,5,6,5,3,5,1,1,1,1,3,7,7,7,6,1,1,1,5,4,4,5,1,6,1,7,7,7
260,1,41,1, , ,3,3,1,5,4,8,7,1,26,1,2,1,0,1,4,3,4,5,1,5,1,7,7,6,2,7,7,7,5,1,1,1,4,4,2,4,1,4,1,7,7,7
261,1,33,1, , ,4,6,1,5,10,1,3,1,18,1,6,1,15,1,3,5,4,5,6,2,4,4,3,5,4,3,1,1,1,6,6,4,2,3,2,2,4,5,6,3,2,4
262,1,26,1, , ,3,7,1,5,10,1,6,1,17,1,6,1,2,1,4,2,2,2,5,3,5,5,5,3,3,2,2,2,2,7,6,7,3,5,3,3,3,3,6,1,2,2
264,1,34,3, , ,4,1,1,5,10,10,5,1,15,1,3,1,1,1,4,3,3,5,2,2,6,3,6,6,2,6,2,3,3,3,2,3,3,2,2,2,3,3,3,5,5,5
265,1,33,1, , ,2,4,1,5,7,2,1,1,25,1,1,1,5,1,3,5,1,1,1,1,4,1,3,5,4,5,3,3,3,5,5,5,3,1,1,1,1,1,5,3,3,3
266,1,56,1, , ,4,7,1,5,11,1,4,1,17,1,3,1,8,1,5,2,2,2,3,2,4,3,2,2,2,2,4,2,2,4,5,6,3,3,2,2,3,2,6,2,2,2
267,1,34,3, , ,5,6,1,5,11,1,4,1,23,1,1,1,4,1,4,5,6,6,7,7,7,3,4,4,5,4,2,1,1,7,5,7,7,6,7,7,7,2,7,2,1,1
268,1,55,1, , ,4,4,1,5,9,1,11,1,17,1,11,1,3,1,3,3,4,5,6,4,7,3,3,5,5,3,1,1,3,7,7,7,2,5,6,2,7,2,7,1,1,4
269,1,24,6,7,8,4,4,1,5,9,1,5,1,16,1,20,1,4,1,3,2,2,2,7,2,7,6,6,7,7,7,4,4,4,7,7,7,5,1,2,2,4,4,4, ,4,4
270,1,30,3, , ,5,6,1,4,6,5,3,1,19,1,3,1,8,1,3,5,6,5,4,5,6,5,6,6,5,5,6,6,6,4,5,6,5,5,4,4,5,5,6,3,2,6
271,1,32,1, , ,4,1,1,5,10,1,11,1,18,1,11,1,8,1,4,3,4,3,5,3,4,6,6,6,6,6,7,4,7,7,7,7,1,1,3,4,7,5,4,2,4,3
273,1,42,2, , ,4,1,1,5,11,1,1,1,23,1,1,1,2,1,5,1,2,1,2,1,7,5,1,1,1,2,1,1,1,1,2,1,2,2,1,2,6,2,6,2,2,2
274,1,43,1, , ,5,6,1,5,7,1,5,1,16,1,5,1,15,1,3,1,1,1,4,1,1,4,4,4,1,4,1,4,7,7,7,7,1,1,1,1,4,1,7,1,1,1
276,1,35,1, , ,2,6,1,5,11,1,3,1,16,1,11,1,15,1,5,1,1,2,7,1,7,1,3,5,3,5,1,1,1,5,6,6,2,6,5,3,7,7,7,1,1,1
277,1,24,1, , ,2,8,1,4,11,1,2,1,17,1,2,1,1,1,4,4,3,6,5,4,3,4,5,5,5,4,4,5,6,5,4,3,4,5,4,3,3,4,4,3,4,5
278,1,45,1, , ,3,6,1,5,7,2,20,1,15,1,11,1,6,1,3,2,4,3,3,3,5,5,5,5,4,3,1,1,1,7,7,7,3,3,4,2,5,2,4,1,4,3
280,1,30,1, , ,4,7,1,5,8,3,4,1,18,1,10,1,2,1,3,3,3,3,3,3,5,3,3,3,2,5,2,2,2,3,2,2,3,3,3,2,3,2,2,6,6,6
281,1,32,1, , ,4,3,1,5,4,3,10,1,19,1,8,1,0,1,4,3,4,4,2,2,3,5,5,5,5,5,2,3,4,6,7,7,4,4,3,4,5,3,5,2,3,4
282,1,34,8, , ,4,6,1,5,9,1,3,1,14,1,4,1,0,1,3,3,2,5,7,5,5,2,1,4,6,1,7,4,6,7,7,7,3,3,6,4,7,6,7,1,1,1
283,1,35,6, , ,4,2,1,5,11,1,0,1,20,1,3,1,30,1,3,7,7,7,6,7,2,5,3,6,2,2,2,1,1,6,6,6,1,1,1,1,1,1,7,1,1,1
284,1,40,1, , ,2,6,1,5,10,11,10,1,16,1,8,1,3,1,1,3,3,4,4,3,5,2,2,4,3,5,2,2,3,5,5,6,3,3,3,4,3,2,5,6,3,3
285,1,25,8, , ,4,2,1,4,9,1,3,1,20,1,3,1,20,1,3,4,4,3,3,4,4,6,6,6,3,5,7,2,7,7,7,7,4,4,4,3,4,5,7,1,1,1
286,1,38,3, , ,4,1,1,5,9,1,2,1,26,1,1,1,5,1,3,2,2,3,6,3,6,4,5,4,5,4,2,2,2,3,4,4,3,3,3,3,4,3,5,2,3,2
287,1,35,3, , ,4,8,1,5,10,1,2,1,24,1,2,1,0,1,2,2,3,4,6,3,7,4,5,4,3,3,1,1,2,5,7,6,2,4,4,6,6,1,4,1,4,2
289,1,44,3, , ,5,3,1,5,5,3,2,1,29,1,1,1,1,1,3,2,3,2,1,2,3,3,2,1,4,5,2,1,2,3,2,3,3,2,1,3,4,3,3,6,5,6
290,1,39,6, , ,4,3,1,5,2,1,2,1,20,1,4,0,0,1,4,4,3,5,6,4,6,6,7,7,7,6,4,1,2,7,7,7,4,5,7,4,7,4,7,1,1,1
291,1,47,1, , ,4,8,1,5,6,1,7,1,17,1,7,1,4,1,3,3,3,3,3,3,7,7,7,7,7,7,1,3,1,7,7,7,2,2,3,2,7,5,7,1,1,5
292,1,38,1, , ,3,2,1,5,11,1,11,1,15,1,11,1,20,1,4,7,5,4,4,4,1,7,7,7,4,7,7,7,6,4,4,1,4,4,5,5,5,4,1,4,7,6
293,1,36,1, , ,3,3,2, , , ,7,1,12,1,7,0,0,1,3,3,2,2,2,2,2,3,4,4,5,3,4,3,6,6,6,6,3,3,3,2,3,2,5,1,3,3
295,1,44,1, , ,4,3,1,5,10,1,6,1,16,1,6,1,15,1,3,4,3,3,4,3,3,4,5,6,4,2,6,4,6,7,7,7,3,3,4,3,6,4,6,2,2,2
296,1,34,8, , ,3,6,1,5,10,1,2,1,18,1,4,1,5,1,4,3,3,3,3,3,5,3,6,5,5,5,1,1,1,7,7,7,3,2,3,5,7,4,6,1,2,6
297,1,38,1, , ,4,5,1,4,10,1,5,1,18,1,5,1,12,1,4,2,2,2,2,2,5,3,4,4,4,2,2,2,1, ,6,6,2,1,2,3,3,2,5,2,3,1
298,1,44,1, , ,3,7,1,5,6,1,15,1,16,1,12,1,12,1,3,3,6,5,6,6,6,6,6,6,6,6,2,2,2,6,6,6,2,2,6,3,5,3,6,2,2,6
299,1,44,1, , ,3,1,2, , , ,6,1,17,1,10,0,0,1,1,5,6,6,6,6,6,6,6,7,6,2,7,4,6,7,7,7,2,3,6,4,6,3,6,2,2,2
300,1,28,6, , ,4,8,1,5,9,1,2,1,21,1,2,1,12,1,5,6,6,5,3,5,1,3,3,3,2,3,7,7,6,3,3,3,5,6,5,4,5,6,4,3,4,3
301,1,56,6, , ,4,3,2, , , ,4,1,21,1,6,0,0,1,4,4,2,3,4,2,4,1,2,4,4,3,7,2,6,7,7,7,4,4,2,4,4,7,4,5,4,4
302,1,66,1, , ,4,3,2, , , ,20,1,15,1,100,0,0,1,2,4,6,6,6,6,6,6,6,6,6,6,4,4,6,6,6,6,4,4,6,4,6,6,6,2,2,2
303,1,62,1, , ,3,3,2, , , ,4,1,17,1,12,0,0,1,2,3,3,3,5,3,7,5,6,7,7,7,4,4,4,7,7,7,1,1,4,3,6,3,2,1,6,1
304,1,33,1, , ,3,4,1,5,2,10,8,1,17,1,11,1,0,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
305,1,31,3, , ,5,1,1,2,5,7,2,1,27,1,1,1,1,1,3,3,2,3,7,4,7,4,3,5,5,4,2,2,6,5,2,3,3,4,3,4,3,4,5,6,3,4
307,0,30,1, , ,2,2,2, , , ,1,1,28,2,1,0,0,1,3,3,3,5,7,6,7,7,7,7,7,7,7,7,7,7,7,7,2,2,4,7,7,7,3,2,5,7
308,0,30,3, , ,5,6,1,5,11,1,1,2, ,2,1,1,12,1,4,5,3,5,5,5,6,2,1,1,2,3,2,2,1,2,5,2,3,5,3,3,3,5,6,1,2,3
309,0,35,1, , ,4,8,1,5,11,1,4,1,18,2,2,1,15,1,4,5,7,4,4,5,2,5,4,6,4,6,7,6,5,7,5,4,4,5,5,2,5,6,4,3,4,6
312,0,34,1, , ,2,1,2, , , ,2,1,18,2,2,0,0,1,3,4,4,4,6,5,7,7,4,6,7,6,1,2,2,4,5,4,3,4,7,4,7,7,6,1,2,1
316,0,39,1, , ,4,7,1,5,8,2,5,1,23,2,2,1,10,1,3,3,5,4,6,3,7,3,3,3,2,2,1,2,3,6,6,6,2,1,5,6,6,6,2,2,6,3
318,0,25,8, , ,2,7,1,5,11,1,6,1,16,2,6,1,8,1,5,3,3,3,4,5,5,5,6,6,6,3,2,2,6,6,6,6,6,6,7, ,6,2,6,3,2,2
321,0,30,3, , ,5,2,1,2,9,8,2,1,24,2,2,2,2,1,4,3,2,3,2,2,2,2,1,2,2,6,2,3,2,2,1,2,2,1,1,1,2,2,2,3,6,2
322,0,32,6, , ,4,3,1,4,9,1,12,1,21,2,4,1,18,1,4,1,1,1,1,1,1,1,1,1,1,1,7,4,1,1,1,1,7,7,1,4,1,1,1,7,7,7
323,0,33,1, , ,5,4,2, , , ,7,1,26,2,5,1,0,1,3,5,3,6,7,5,6,6,5,5,4,2,2,1,2,7,6,6,2,3,5,2,6,6,3,4,5,2
324,0,32,1, , ,3,5,1,5,7,1,5,1,21,2,4,1,4,1,2,3,4,5,6,4,6,6,4,5,5,6,2,1,1,6,6,7,1,1,6,4,5,3,2,1,6,1
326,0,45,3, , ,5,5,1,5,10,1,2,1,25,2,1,1,10,1,4,2,2,2,6,2,6,2,2,4,2,2,2,2,2,6,6,2,2,2,3,3,3,3,3,1,5,2
328,0,31,3, , ,4,1,1,5,9,6,1,2, ,2,1,1,0,1,4,3,2,5,3,4,3,3,3,2,2,4,3,3,2,3,4,3,2,3,2,3,3,4,2,5,6,5
329,0,43,1, , ,4,7,1,5,10,1,15,1,18,2,14,1,1,1,4,2,2,3,3,2,5,4,4,3,5,2,1,1,2,5,5,5,2,2,3,4,4,3,5,2,3,1
331,0,39,2, , ,2,2,2, , , ,8,1,19,2,8,1,0,1,4,5,5,5,5,5,4,4,4,3,5,6,7,7,7,1,1,1,6,6,4,5,5,6,3,7,5,7
334,0,50,1, , ,4,8,1,5,10,1,12,1,15,2,10,1,2,1,5,4,3,5,5,3,3,4,4,5,2,5,4,5,4,4,3,3,4,5,5,5,3,3,3,4,5,5
335,0,30,1, , ,4,3,1,5,11,1,5,1,23,2,1,1,8,1,4,3,3,3,6,3,7,5,4,4,4,4,2,1,2,4,5,6,3,3,4,3,4,4,5,4,3,3
336,0,34,2, , ,4,3,1,5,10,1,1,1,27,2,1,1,5,1,4,5,4,5,6,4,5,6,4,4,5,4,3,5,6,4,2,6,4,5,2,5,4,5,6,3,2,3
337,0,37,2, , ,3,1,1,5,7,1,3,1,21,2,3,1,10,1,4,5,7,7,6,3,6,4,6,5,5,1,7, ,7,7,5,7,7,3,5,4,5, ,6,2,2,4
338,0,26,3, , ,4,1,1,1,11,9,10,2, ,2,1,1,1,1,4,2,4,2,4,2,3,1,1,2,2,7,2,1,4,2,3,1,2,4,2,6,4,4,3,3,5,2
339,0,47,1, , ,2,3,2, , , ,2,1,28,2,3,0,0,1,3,6,6,4,7,7,7,3,3,4,4,2,3,4,4,5,5,4,1,1,6,4,7,7,1,5,7,6
340,0,66,1, , ,4,6,1,5,11,1,3,1,20,2,1,1,4,1,4,2,3,4,6,4,7,5,6,6,6,4,1,1,4,6,6,7,4,4,4,4,7,4,7,1,1,1
341,0,25,3, , ,4,2,1,5,7,7,1,1,21,2,1,1,1,1,4,2,3,4,3,4,3,2,3,4,2,5,3,4,3,2,4,3,2,4,3,4,3,2,4,5,4,5
342,0,29,1, , ,5,5,1,4,10,1,7,1,16,2,7,1,22,1,5,2,2,2,2,2,2,1,1,1,1,3,1,1,2,1,1,2,1,1,1,1,2,1,2,1,6,5
343,0,62,1, , ,5,8,1,5,11,1,10,1,18,2,4,1,4,1,3,3,6,6,6,6,6,3,5,6,6,2,2,2,2,6,6,6,3,3,6,3,6,6,6,2,2,2
345,0,27,3, , ,4,2,1,4,9,9,2,1,22,2,2,1,1,1,4,4,2,3,4,6,4,5,3,4,5,4,2,4,4,2,4,6,4,5,4,3,4,5,3,4,5,4
346,0,53,1, , ,4,7,1,5,7,2,10,1,17,2,4,1,1,1,4,3,3,2,1,2,1,1,1,1,1,6,1,1,4,1,2,5,5,5,4,4,4,5,6,5,2,6
347,0,32,1, , , ,5,1,3,8,3,5,1,20,2,5,1,1,1,3,5,4,4,2,4,2,4,4,3,4,4,3,5,3,3,5,4,4,5,3,4,4,4,3,5,5,3
349,0,32,3, , ,4,1,1,4,8,8,1,1,31,2,1,1,2,1,4,3,4,4,3,3,2,3,2,2,3,5,2,2,2,2,3,3,2,2,2,2,3,3,2,5,6,6
350,0,26,3, , ,5,3,1,5,10,2,1,1,25,2,1,1,1,1,4,2,2,2,4,1,2,2,3,4,4,4,3,2,3,4,5,5,3,2,2,2,2,3,2,5,6,4
353,0,34,2, , ,3,6,1,5,9,2,6,1,16,2,6,1,15,1,4,2,3,4,3,3,4,3,4,5,3,3,2,2,5,6,5,6,4,4,3,3,3,2,4,2,4,3
354,0,26,1, , ,4,8,2, , , ,10,1,13,2,30,10,5,1,4,1,1,1,1,1,1,1,1,1,1,1,7,7,7,1,1,5,1,1,1,1,1,1,7,1,1,1
357,0,27,1, , ,4,6,1,5,10,1,7,1,18,2,7,1,11,1,4,5,5,3,5,5,6,6,6,5,6,6,1,2,2,6,6,6,2,2,2,2,5,6,5,2,3,3
358,0,43,1, , ,5,7,1,5,11,1,1,1,22,2,4,1,30,1,3,2,3,4,4,4,4,4,5,6,4,5,1,1,1,6,6,6,1,2,4,4,2,5,2,4,6,4
359,0,42,3, , ,4,1,1,5,11,2,2,1,28,2,1,1,3,1,2,3,6,4,5,3,3,6,4,3,2,4,3,5,3,4,2,3,5,3,3,4,5,4,3,6,5,3
360,0,44,3, , ,4,1,1,5,10,1,0,2, ,2,1,1,0,1,4,3,4,3,2,3,4,5,4,4,4,5,4,5,3,3,4,5,4,4,5,4,3,3,6,3,2,3
361,0,39,3, , ,5,2,1,4,10,1,3,1,15,2,5,1,17,1,3,3,3,3,3,2,4,3,3,3,3,5,2,3,3,3,3,2,2,3,2,2,4,2,4,4,4,4
362,0,71,3, , ,4,2,1,5,11,1,3,2, ,2,1,1,4,1,3,2,2,2,2,2,5,2,1,1,2,6,1,1,1,1,2,2,1,1,1,1,2,2,2,6,6,6
363,0,24,6, , ,4,4,1,3,8,5,2,1,23,2,10,5,1,1,5,6,4,2,5,3,2,5,3,7,5,6,4,3,5,3,5,2,5,5,2,5,2,4,5,6,3,2
364,0,29,1, , , ,7,1,5,8,4,5,1,17,2,9,1,3,1,4,5,6,5,3,2,2,4,3,3,2,4,3,3,5,6,4,3,3,4,3,3,2,4,3,2,5,6
365,0,32,3, , ,4,1,1,5,11,1,3,1,25,2,1,1,20,1,4,2,2,3,4,3,5,3,3,2,3,3,2,1,2,2,3,3,2,2,4,3,3,4,4,2,4,4
366,0,34,3, , ,4,4,1,5,9,1,3,1,22,2,8,1,2,1,4,3,3,4,5,2,5,4,6,5,5,4,2,1,4,3,4,3,2,1,3,2,4,4,2,4,6,5
368,0,32,3, , ,4,3,1,5,11,1,1,1,26,2,1,1,35,1,3,3,2,2,2,2,2,2,2,2,1,2,6,2,2,2,2,2,1,2,2,2,6,3,3,6,5,6
371,0,30,3, , ,4,1,3, , , ,1,2, ,2,0,0,0,1,4,3,3,5,7,7,7,7,5,4,4,3,4,3,7,5,4,5,5,7,7,7,7,5,7,3,1,1
373,0,45,1, , ,2,3,1,5,10,1,8,1,17,2,7,1,7,1,4,2,3,3,3,3,4,1,1,3,3,4,1,1,1,4,6,6,2,1,4,2,7,4,7,1,1,1
374,0,29,1, , ,4,6,2, , , ,10,1,17,2,11,0,0,1,5,2,2,2,2,2,3,3,3,4,3,2,4,2,2,7,7,7,3,3,2,1,2,2,6,1,2,1
375,0,49,3, , ,5,1,1,5,11,1,1,1,25,2,2,1,10,1,4,4,4,4,5,5,6,3,2,4,2,2,4,1,2,4,4,4,2,3,3,4,4,4,5,3,3,5
378,0,29,1, , ,4,3,1,5,10,1,6,1,18,2,4,1,8,1,3,6,6,6,3,6,2,4,4,3,4,6,7,7,6,1,1,1,5,5,4,6,1,7,1,7,7,7
380,0,31,1, , ,4,7,1,5,11,1,2,1,17,2,1,1,18,1,5,2,2,2,6,2,2,3,4,2,2,1,1,1,3,6,7,5,1,1,3,4,5,3,5,2,3,2
381,0,31,1, , ,4,4,1,4,11,1,12,1,14,2,10,1,5,1,4,3,3,3,3,3,5,5,5,5,5,2,7,3,6,7,7,7,2,2,3,5,2,2,3,2,5,2
382,0,43,2, , ,5,8,1,5,9,1,12,1,19,2,10,1,2,1,4,5,4,6,5,6,4,5,6,6,6,4,6,6,4,2,4,4,5,6,6,5,4,3,5,2,3,3
385,0,27,3, , ,4,4,1,5,10,1,2,1,20,2,2,1,1,1,5,2,2,2,2,2,2,2,2,2,2,6,2,2,2,6,7,7,1,2,2,2,2,2,5,1,3,2
387,0,57,1, , ,5,8,1,5,9,2,22,1,17,2,17,1,6,1,4,3,4,4,5,4,5,4,4,4,4,5,4,4,4,5,6,6,2,2,4,3,3,2,4,3,4,3
388,0,21,8, , ,2,5,1,4,11,1,1,1,21,2,1,1,4,1,3,3,4,7,7,4,7,3,1,4,4,6,1,2,2,7,7,7,1,1,4,4,7,7,7,1,1,4
389,0,29,1, , ,2,8,1,5,11,1,4,1,24,2,3,1,5,1,3,4,4,4,4,4,4,5,5,5,5,5,7,4,7,7,7,7,4,4,4,5,7,3,7,1,1,4
390,0,38,1, , ,2,3,2, , , ,5,1,16,2,5,1,10,1,3,6,4,6,7,5,7,5,6,7,6,6,3,4,2,7,7,7,2,1,7,5,7,7,1,1,7,1
391,0,32,6, , ,4,1,2, , , ,0,2, ,2,0,0,0,1,4,4,4,6,4,4,4,6,6,6,6,6,2,1,3,7,7,7,4,1,4,4,4,4,3,1,5,5
392,0,30,1, , ,5,6,1,5,9,2,5,1,17,2,5,1,15,1,3,3,2,6,5,2,6,5,5,5,4,5,1,2,2,4,3,4,3,2,5,4,3,4,5,2,3,4
393,0,40,1, , ,5,4,1,5,8,1,8,1,21,2,5,1,10,1,4,2,2,2,6,3,5,5,4,4,2,2,1,1,2,3,5,5,2,2,3,2,4,3,5,3,3,4
394,0,62,1, , ,4,6,1,5,11,1,12,1,14,2,7,1,2,1,3,2,3,3,6,3,6,2,2,2,3,2,4,1,2,6,4, ,3,4, ,4,4,3,6,1,2,1
395,0,33,3, , ,5,4,1,5,10,1,3,1,8,2,3,2,1,1,5,1,2,2,4,3,4,3,2,2,2,3,2,1,1,2,3,2,2,2,2,2,4,3,3,2,5,2
396,0,42,1,2, ,3,8,1,5,9,2,5,1,15,2,20,1,12,1,4,3,3,4,4,3,4,4,4,4,3,5,2,2,2,6,6,6,2,2,4,3,4,3,6,2,2,2
397,0,25,3, , ,5,8,1,5,7,1,2,1,19,2,1,1,3,1,3,2,2,3,5,3,4,4,6,6,4,6,3,2,2,4,2,3,2,2,4,3,4,3,3,5,5,5
398,0,36,3, , ,4,4,1,5,11,1,2,1,24,2,1,1,4,1,4,4,5,2,1,4,1,2,3,1,1,2,7,7,7,1,1,1,5,5,3,4,2,2,6,7,2,7
399,0,35,1, , ,4,6,2, , , ,12,1,17,2,18,2,0,1,3,3,3,3,3,3,6,2,3,3,3,2,1,1,3,6,6,6,3,3,3,2,6,3,3,2,5,3
400,0,33,6, , ,4,6,1,5,11,1,26,1,17,2,26,1,20,1,5,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1
