ParticipantID,SEX,ParticipantAge,MMS1,MMS2,MMS3,MMS4,MMS5,MMS6,MMS7,MMS8,MMS9,MMS10,MMS11,MMS12,MMS13,MMS14,SOIR1,SOIR2,SOIR3,SOIR4,SOIR5,SOIR6,SOIR7,SOIR8,SOIR9,MiniK1,MiniK2,MiniK3,MiniK4,MiniK5,MiniK6,MiniK7,MiniK8,MiniK9,MiniK10,MiniK11,MiniK12,MiniK13,MiniK14,MiniK15,MiniK16,MiniK17,MiniK18,MiniK19,MiniK20
238,1,25,7,2,1,6,7,6,5,7,6,5,6,7,6,5,2,1,2,1,1,9,4,5,3,6,6,7,3,5,6,7,6,5,7,1,1,7,7,7,7,7,6,7,6
239,1,60,2,2,1,5,1,7,1,1,1,6,6,1,6,6,2,1,1,3,1,8,4,1,1,7,6,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,2
240,1,39,1,7,1,1,1,1,1,1,1,1,7,1,1,1,2,1,1,1,1,9,1,1,1,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7
242,1,29,2,4,2,4,1,4,1,1,1,4,4,1,4,5,3,1,2,9,5,2,8,3,1,4,5,6,5,3,5,5,5,4,6,5,7,7,6,5,6,5,5,4,4
243,1,45,1,4,4,4,4,6,1,4,4,4,7,4,7,4,2,2,9,8,8,3,2,2,1,6,5,5,5,6,5,3,1,7,7,7,2,7,5,5,5,4,4,5,6
244,1,30,1,6,7,2,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,9,1,1,1,5,4,2,5,6,4,6,6,5,4,7,4,5,4,4,4,4,4,2,4
245,1,31,2,3,6,2,4,2,6,3,6,4,3,2,5,6,2,1,1,7,6,3,5,5,5,2,5,2,5,6,6,4,6,2,7,2,4,2,5,4,2,2,3,5,1
246,1,37,1,3,2,4,1,5,1,3,1,5,4,1,6,3,2,1,2,9,5,8,4,3,4,5,5,5,5,6,7,2,4,6,5,7,5,7,6,6,2,2,2,2,2
247,1,45,1,4,1,4,1,7,1,1,1,5,7,1,7,1,2,2,2,5,1,9,1,1,1,5,6,7,7,6,7,6,5,7,7,7,7,6,6,6,7,7,7,4,4
248,1,33,7,3,1,7,1,7,1,3,1,7,7,1,7,5,2,3,4,8,9,1,3,2,1,5,7,7,7,7,5,5,5,6,7,7,3,6,5,5,5,5,5,3,3
250,1,47,1,3,3,4,4,4,4,1,1,1,1,1,1,4,3,4,3,9,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
251,1,50,2,2,1,2,2,6,2,3,4,2,6,2,5,5,2,1,1,8,3,8,2,2,2,2,6,4,6,6,6,6,6,7,7,7,5,6,6,6,6,7,7,4,1
252,1,47,2,2,3,2,1,3,1,4,3,5,5,1,5,1,2,9,9,8,8,2,2,2,2,6,6,6,6,5,6,5,5,4,7,7,1,5,5,5,3,6,6,1,1
253,1,36,2,6,3,2,4,6,4,5,2,2,3,2,5,5,2,2,2,2,2,8,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
254,1,57,5,1,1,1,6,4,5,1,6,1,5,5,7,5,2,2,3,8,8,5,3,1,2,7,7,4,7,7,6,7,7,7,7,7,7,7,7,7,7,7,5,4,5
255,1,29,1,4,2,3,1,7,1,5,1,4,7,1,7,1,2,1,2,9,7,1,2,1,2,7,7,7,7,7,7,5,3,7,7,7,5,7,7,7,7,7,7,5,1
256,1,25,6,3,2,4,5,6,6,4,7,3,5,6,5,6,2,7,7,8,8,3,7,4,6,5,6,5,6,6,4,7,7,4,5,6,3,7,7,6,7,7,7,6,1
258,1,32,1,1,3,1,1,3,1,1,2,1,7,1,6,1,2,3,2,2,1,7,1,2,1,6,6,7,7,7,6,7,7,7,7,7,6,7,7,7,3,3,3,2,6
259,1,36,1,2,1,1,1,6,1,1,1,4,7,2,6,1,2,1,1,2,1,8,1,1,1,6,7,5,7,7,5,5,7,7,7,7,7,6,6,6,7,7,7,4,7
260,1,41,1,4,3,2,3,3,1,1,1,3,4,1,4,2,2,1,1,1,1,9,1,1,1,3,6,6,6,6,2,6,3,7,2,7,7,7,7,7,7,7,7,5,6
261,1,33,3,6,3,6,1,6,1,3,2,6,7,1,7,6,2,3,3,3,5,6,3,3,5,6,6,6,7,7,5,7,4,7,7,7,6,7,7,6,6,6,6,5,5
262,1,26,5,1,1,2,2,6,2,1,1,2,7,2,7,6,2,1,1,6,1,9,2,2,2,6,6,7,7,6,7,6,6,4,6,7,7,7,6,6,7,6,7,4,5
264,1,34,6,2,2,3,6,6,6,6,6,4,6,6,6,6,2,2,2,9,2,2,8,8,8,6,7,6,7,6,5,6,7,7,7,7,7,7,6,7,7,7,7,7,7
265,1,33,3,3,3,5,3,4,3,3,3,4,5,3,4,3,2,2,1,5,9,5,4,2,2,6,6,4,4,5,3,5,5,1,5,7,7,7,7,7,7,7,7,3,1
266,1,56,2,2,2,2,2,6,2,1,5,2,5,5,5,4,2,1,1,1,1,8,1,1,1,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7
267,1,34,1,3,2,6,3,7,3,5,2,7,7,3,7,5,2,1,1,4,2,5,1,1,1,5,6,6,6,5,7,1,5,7,7,7,6,5,1,5,5,1,5,5,6
268,1,55,2,2,3,3,1,5,1,1,1,3,6,1,6,5,2,3,1,2,1,9,2,1,1,6,6,5,5,6,6,5,3,7,7,7,7,6,5,5,3,3,3,2,2
269,1,24,1,7,4,5,5,6,4,4,5,3,4,5,4,5,2,2,2,7,7,4,5,6,4,5,5,5,5,6,5,4,5,6,4,5,4,5,3,4,5,5,4,5,4
270,1,30,4,3,3,6,6,6,5,5,4,6,6,6,6,6,2,3,3,5,5,5,4,5,6,6,5,5,4,4,3,6,6,5,4,6,6,6,6,5,5,5,5,5,2
271,1,32,1,4,5,2,1,6,1,5,1,2,7,1,7,2,2,3,4,7,6,5,2,2,1,6,6,5,7,6,7,6,6,4,7,7,6,5,5,5,3,3,3,2,1
273,1,42,7,7,6,3,5,6,5,1,1,2,6,1,6,6,2,2,2,1,1,9,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
274,1,43,1,7,7,1,1,7,7,1,1,1,7,1,7,1,2,1,1,1,1,9,1,1,1,6,7,7,6,6,5,1,1,6,6,7,7,1,1,1,7,7,7,1,1
276,1,35,1,7,7,1,1,1,1,5,1,1,1,1,1,1,2,2,2,9,9,9,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
277,1,24,3,6,6,3,4,3,2,4,3,2,4,3,3,4,2,1,3,5,3,4,5,3,2,3,4,2,4,3,2,3,5,3,3,3,2,5,2,3,3,2,4,3,2
278,1,45,5,1,2,4,3,6,3,1,4,3,5,3,5,4,2,2,4,5,3,5,5,4,3,3,5,5,5,5,3,7,1,7,6,7,4,3,3,3,6,6,6,3,5
280,1,30,2,1,2,4,5,5,5,2,5,4,4,6,5,5,2,3,5,8,8,4,5,5,4,6,5,5,6,5,6,6,6,6,6,6,5,6,6,6,5,5,6,6,6
281,1,32,5,3,2,3,3,5,3,4,4,4,3,2,5,4,2,1,1,5,2,7,2,1,1,3,6,4,5,7,4,3,5,5,3,6,5,5,4,4,7,7,7,5,4
282,1,34,1,1,3,7,1,5,1,2,1,7,6,1,5,7,2,2,2,9,9,1,7,2,1,5,5,3,5,7,7,3,7,4,7,7,1,7,5,6,3,3,2,1,1
283,1,35,6,4,1,1,1,7,1,1,5,1,7,1,7,2,2,1,1,1,1,9,1,1,1,5,7,5,6,7,2,7,5,4,7,7,7,7,7,7,6,6,6,5,7
284,1,40,2,5,2,4,1,4,1,3,1,3,6,1,5,4,2,3,3,3,3,4,2,2,2,6,7,4,6,7,5,7,7,7,7,7,6,7,7,7,6,6,6,6,6
285,1,25,3,1,1,7,1,7,1,1,1,7,7,2,4,1,2,2,2,9,9,1,4,3,3,3,6,3,6,7,6,6,6,1,6,6,1,5,6,6,6,6,6,6,6
286,1,38,2,4,3,5,2,5,2,3,2,5,5,2,5,4,2,2,1,5,2,7,2,2,4,6,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,5,4,5,5
287,1,35,4,5,2,5,1,5,1,3,1,5,7,1,6,5,2,1,1,3,1,9,1,1,5,6,6,6,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,5,1
289,1,44,6,3,2,5,4,5,6,7,6,5,6,1,1,1,2,2,2,1,2,9,6,7,4,5,6,7,7,7,6,7,6,7,7,6,7,7,6,7,4,6,7,6,5
290,1,39,5,2,1,2,4,4,4,1,4,4,5,6,5,1,1,1,1,1,1,9,3,1,1,4,5,3,4,5,6,7,7,7,2,7,7,6,6,6,6,6,6,1,1
291,1,47,1,2,1,1,1,7,1,5,1,1,7,1,4,1,2,7,2,1,1,9,1,1,1,5,6,7,6,7,7,1,2,2,3,7,7,1,1,1,5,5,5,1,3
292,1,38,1,1,4,4,4,4,4,4,3,3,3,3,3,4,2,2,2,1,1,1,1,1,1,7,7,6,7,7,5,1,1,7,7,7,7,1,1,1,6,4,4,5,7
293,1,36,2,1,3,5,2,5,4,3,5,5,3,5,3,5,1,4,2,8,2,4,4,2,4,6,6,5,5,7,7,7,2,4,4,7,7,7,7,7,6,6,6,3,2
295,1,44,5,2,5,2,2,5,2,2,5,2,5,2,5,2,2,3,3,8,5,3,3,2,2,5,4,6,6,5,7,7,3,4,6,6,2,7,6,6,6,6,6,5,4
296,1,34,1,4,1,4,1,7,1,6,1,4,6,1,7,4,2,2,2,4,3,3,1,1,1,7,6,7,7,7,7,5,1,7,7,7,6,7,7,7,7,7,7,5,7
297,1,38,1,7,3,6,3,3,1,1,1,6,5,1,5,2,2,2,2,3,1,9,2,1,1,3,6,6,6,7,6,7,7,7,7,1,6,6,7,6,6,6,6,6,7
298,1,44,5,3,2,2,2,4,2,3,2,2,6,2,6,2,2,4,4,7,2,7,2,2,2,1,5,1,1,1,6,3,7,5,2,7,7,6,5,7,5,5,6,2,2
299,1,44,1,1,1,6,1,5,1,1,1,6,4,1,4,4,1,1,3,9,5,6,3,2,1,5,7,5,6,7,5,1,1,4,3,7,7,5,3,7,3,2,7,1,4
300,1,28,2,6,6,2,2,6,2,2,3,3,3,2,3,3,2,2,1,1,1,8,1,1,1,6,6,5,3,4,5,5,5,4,3,3,4,5,4,3,4,5,4,3,4
301,1,56,1,7,7,1,1,1,1,1,1,1,6,1,4,4,1,2,2,8,1,9,2,1,3,4,6,6,6,7,6,6,6,4,4,7,7,6,6,6,6,6,6,6,6
302,1,66,2,2,2,6,2,6,2,6,6,6,4,6,4,6,1,9,9,9,1,9,2,1,1,2,7,2,6,6,6,7,7,1,4,7,7,1,1,1,4,4,4,1,1
303,1,62,2,3,3,1,1,4,1,4,1,1,5,2,5,5,1,2,3,7,2,7,1,1,1,4,3,5,5,4,7,1,1,3,1,7,7,5,4,6,4,5,5,2,1
304,1,33,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,8,7,3,3,6,6,5,5,5,5,4,4,6,1,7,7,6,2,5,5,5,5,5,5
305,1,31,2,6,7,2,2,4,1,1,2,2,6,1,6,5,2,2,2,3,2,8,4,2,4,5,6,4,5,6,5,6,5,6,5,2,4,5,5,6,5,5,6,4,5
307,0,30,1,1,3,2,1,5,1,1,1,2,6,1,5,6,1,2,1,8,1,6,7,5,4,5,7,5,2,5,6,2,2,4,5,6,7,6,3,1,5,7,5,1,1
308,0,30,7,4,5,5,2,7,2,2,2,6,5,3,6,6,2,2,2,1,2,8,1,1,1,6,6,6,7,7,5,6,7,6,7,2,5,7,7,7,7,7,7,6,6
309,0,35,3,3,3,4,4,6,3,2,4,4,5,1,4,3,2,1,1,8,1,8,2,4,5,4,5,3,5,6,5,3,5,3,6,4,2,5,6,3,5,4,4,5,6
312,0,34,1,2,2,7,1,6,1,2,1,7,7,1,7,5,1,1,1,9,6,7,5,4,2,7,7,7,7,5,4,6,4,7,7,7,5,4,5,5,5,4,4,3,3
316,0,39,5,1,2,7,2,5,2,1,2,7,5,2,5,6,2,1,1,2,1,9,4,3,2,6,3,7,5,2,6,7,7,6,7,7,7,6,7,7,6,7,7,6,6
318,0,25,3,4,5,5,4,4,3,2,3,5,5,4,6,2,2,2,2,6,4,3,4,4,4,5,6,6,6,6,3,6,5,5,6,5,6,5,5,5,6,6,5,5,5
321,0,30,3,6,7,2,1,2,2,5,5,5,6,6,5,5,3,2,2,7,8,4,7,6,6,6,5,7,2,7,3,5,6,6,6,5,6,6,6,6,6,5,6,5,5
322,0,32,1,1,1,7,4,7,4,7,4,7,7,1,7,3,2,5,5,9,9,1,8,8,8,1,7,7,1,7,7,7,1,1,7,1,1,7,7,7,7,7,7,1,1
323,0,33,2,1,2,7,1,5,1,4,2,7,6,2,6,5,2,1,1,8,7,2,8,3,4,4,6,2,6,7,5,1,6,4,4,4,6,5,5,5,6,3,3,2,1
324,0,32,2,2,1,6,1,5,1,5,3,7,5,3,4,7,2,1,2,9,9,1,7,4,3,5,5,6,5,6,7,2,7,7,6,5,1,5,5,5,5,5,5,3,1
326,0,45,1,7,7,4,4,5,1,1,1,1,5,1,5,2,2,1,1,1,1,9,2,2,2,5,6,6,7,6,6,6,6,7,6,7,7,6,5,6,6,6,6,5,5
328,0,31,5,2,4,3,4,3,4,6,5,4,3,5,6,5,2,1,1,1,7,5,6,6,7,5,6,5,3,4,2,5,5,4,6,5,6,4,3,4,5,6,4,5,6
329,0,43,1,7,2,1,1,6,1,1,1,1,6,1,6,5,2,4,5,2,1,9,3,3,2,5,5,6,5,6,6,7,7,7,7,7,6,5,7,7,7,6,6,4,6
331,0,39,1,1,2,1,1,6,1,3,1,1,6,1,6,4,2,2,1,1,1,8,2,1,2,5,5,7,3,3,2,7,7,4,4,1,5,7,7,7,7,7,7,5,5
334,0,50,5,3,2,6,5,5,3,5,5,5,4,5,4,5,2,5,4,5,7,3,7,6,4,3,4,3,2,5,3,4,3,3,6,6,5,5,3,4,4,3,4,5,3
335,0,30,1,7,2,6,4,5,1,1,1,6,6,1,6,2,2,2,1,1,1,9,2,2,2,5,5,5,6,6,5,6,6,4,7,7,7,6,6,6,6,6,6,6,6
336,0,34,6,4,5,4,5,4,3,5,6,4,5,4,5,4,2,2,1,8,7,7,7,5,6,5,3,3,5,5,4,5,4,3,5,4,5,4,5,5,4,2,5,4,5
337,0,37,6,2,2,4,5,5,5,7,5,3,6,6,5,7,2,1,1,7,9,8,6,9,5,5,3,7,7,7,7,1,1,5,4,5,6,3,6,7,4,3,5,7,7
338,0,26,6,4,6,4,6,4,6,4,2,4,1,4,2,6,2,2,2,8,5,1,2,3,4,6,7,4,4,6,5,6,6,7,4,2,4,6,7,7,7,7,6,7,7
339,0,47,5,2,2,4,2,4,2,6,2,4,5,2,5,6,1,2,2,7,7,2,8,4,2,3,5,3,5,3,7,5,4,4,4,3,5,7,5,5,6,3,3,2,2
340,0,66,2,4,3,4,1,5,1,1,4,4,7,1,7,5,2,1,1,2,1,9,6,2,2,5,6,6,7,6,2,5,3,6,7,7,7,5,3,5,5,3,3,5,5
341,0,25,6,4,3,6,5,5,4,5,6,4,6,4,5,4,2,2,2,8,6,7,3,4,3,6,5,5,6,5,4,5,6,5,4,6,5,4,5,5,4,5,6,5,4
342,0,29,1,1,2,6,1,7,1,6,6,6,7,6,7,7,2,2,4,9,4,2,5,2,2,7,7,7,7,7,2,2,1,4,6,7,3,7,7,7,7,6,6,5,2
343,0,62,2,6,2,2,1,5,1,2,2,2,4,2,4,2,2,1,1,3,3,3,8,2,6,2,6,2,5,6,3,2,2,5,7,7,3,3,2,2,3,2,2,2,2
345,0,27,5,5,3,6,3,3,5,6,4,3,5,4,6,5,2,2,2,6,5,3,4, ,3,6,3,3,4,5,3,3,4,5,4,6,4,3,5,4,3,5,6,5,3
346,0,53,5,5,3,5,5,4,7,6,2,6,5,2,4,6,2,1,1,9,9,1,9,9,9,5,5,6,6,4,2,6,6,2,5,6,3,4,5,5,4,4,4,4,2
347,0,32,4,4,3,4,5,3,5,4,5,5,4,5,2,5,2,2,2,7,3,5,4,5,3,4,5,3,5,4,5,4,5,3,4,4,3,3,4,4,3,3,6,4,4
349,0,32,4,2,4,5,5,5,4,4,5,6,6,5,5,5,2,2,2,6,3,3,2,2,3,5,6,5,6,6,6,5,4,4,5,5,5,7,7,7,6,6,6,5,5
350,0,26,4,4,3,4,5,6,5,5,4,5,5,5,5,5,2,2,1,7,7,3,7,7,7,5,6,6,6,6,5,4,4,4,5,6,7,5,4,4,6,6,6,4,3
353,0,34,1,4,3,6,1,5,4,5,3,6,6,3,7,5,2,3,2,7,7,2,2,2,2,5,6,3,6,5,3,6,6,7,7,5,2,5,5,5,4,3,6,3,2
354,0,26,1,1,1,1,1,7,1,1,5,1,7,6,7,1,8,8,8,9,9,1,7,5,7,6,7,7,7,7,6,7,7,4,4,6,1,7,7,7,7,7,7,5,5
357,0,27,2,6,6,5,5,6,2,5,2,6,6,2,5,6,2,2,5,6,4,6,4,2,3,6,6,6,6,3,6,6,6,6,6,7,5,5,5,5,5,5,5,5,5
358,0,43,1,6,2,4,4,7,1,4,1,4,7,2,7,6,2,4,3,9,9,1,8,7,6,4,6,4,4,5,5,6,2,7,7,4,2,2,2,2,3,3,3,3,3
359,0,42,2,6,3,1,3,7,2,4,2,1,7,4,7,1,2,2,1,1,2,9,2,2,1,1,4,6,5,4,7,6,4,6,6,6,6,4,3,3,5,5,6,6,4
360,0,44,5,3,2,4,5,6,4,5,6,4,3,5,6,5,2,1,1,1,1,1,2,2,1,5,4,3,4,5,6,5,4,3,5,5,6,5,4,3,4,5,6,4,3
361,0,39,5,5,2,5,5,5,5,4,6,6,6,5,4,6,2,3,2,6,5,3,6,3,4,5,5,6,6,5,3,6,4,6,6,6,6,5,6,6,6,6,5,6,2
362,0,71,6,2,2,7,6,7,7,6,2,7,6,6,6,7,2,2,2,1,1,9,2,4,8,6,5,6,7,7,7,6,6,6,6,6,6,6,6,7,7,7,6,6,6
363,0,24,5,3,2,3,2,5,3,5,1,5,2,6,3,5,6,4,7,6,2,6,6,3,6,5,2,6,3,5,3,5,2,5,2,5,2,5,2,5,3,6,4,6,2
364,0,29,5,5,4,2,5,3,4,3,3,6,5,3,5,4,2,5,5,6,5,7,6,5,5,5,5,6,4,5,5,3,2,5,5,5,6,6,4,5,5,3,4,6,5
365,0,32,2,2,4,1,2,7,2,2,1,1,7,1,7,5,2,2,1,3,3,7,5,4,5,5,6,6,6,6,3,5,5,7,7,1,1,5,5,6,6,6,6,5,6
366,0,34,2,4,2,7,5,4,5,2,4,7,7,1,7,6,2,6,6,7,6,1,7,6,7,4,3,6,7,7,5,7,7,4,6,4,1,3,2,2,1,2,2,2,3
368,0,32,5,2,3,6,5,5,5,5,6,5,6,5,5,6,2,2,2,3,9,9,7,8,7,6,7,6,6,6,7,6,7,6,7,6,7,6,6,6,7,6,6,7,6
371,0,30,4,6,5,4,3,4,4,1,3,1,3,4,1,1,1,1,1,7,5,6,4,4,4,3,4,5,4,5,4,1,1,1,1,1,1,1,3,1,3,4,4,5,4
373,0,45,1,1,1,7,1,7,1,1,4,7,7,1,7,7,2,3,1,1,1,9,1,1,1,6,6,5,7,7,6,1,7,7,7,7,7,6,5,6,6,6,6,5,6
374,0,29,2,2,2,5,6,6,1,4,1,5,7,1,6,2,1,1,2,2,2,7,2,2,2,6,7,7,7,6,3,7,2,4,4,7,6,5,5,5,6,6,6,2,2
375,0,49,1,6,3,6,2,7,2,3,5,6,6,4,6,7,2,2,2,1,5,2,2,2,2,6,7,7,7,7,6,7,7,7,7,2,5,7,7,7,7,6,7,7,7
378,0,29,1,3,2,6,1,6,1,5,4,6,6,1,6,6,2,1,2,8,8,2,8,1,3,5,6,5,6,6,2,7,3,4,7,7,2,7,7,7,4,2,3,2,1
380,0,31,1,4,2,7,1,6,1,1,1,6,7,1,6,5,2,2,1,6,2,2,4,1,5,7,7,7,7,7,7,5,1,7,7,7,2,6,5,6,6,6,6,6,4
381,0,31,1,7,1,7,1,7,1,2,1,7,6,1,6,7,2,1,1,9,9,1,8,2,3,6,7,7,6,2,2,7,5,4,7,6,2,6,5,5,6,5,5,2,4
382,0,43,6,2,4,3,4,3,5,3,3,5,5,2,4,4,2,3,5,7,5,4,7,7,5,5,6,4,4,4,6,4,3,5,5,3,3,6,4,3,5,5,2,5,5
385,0,27,1,3,2,5,1,7,1,1,1,6,7,1,6,6,2,1,1,1,1,9,1,1,1,1,6,7,5,6,2,7,7,4,7,1,7,6,6,6,6,6,6,5,5
387,0,57,4,3,2,6,4,6,3,3,4,6,6,4,6,6,2,4,4,4,2,6,2,3,3,4,5,6,6,5,5,6,6,6,6,6,6,6,6,6,6,5,6,3,2
388,0,21,1,7,7,6,4,7,5,7,5,7,7,6,7,1,2,1,1,5,5,8,8,5,8,7,4,5,3,6,4,5,6,2,7,3,6,3,7,7,7,2,5,4,6
389,0,29,1,1,1,7,1,7,1,1,1,7,7,1,7,7,2,2,2,7,1,9,1,1,1,7,7,7,7,7,5,6,7,4,7,7,7,7,7,7,7,7,7,4,4
390,0,38,5,4,5,5,6,5,2,3,4,2,6,3,3,1,2,2,1,7,5,1,2,3,3,6,6,2,2,5,2,5,1,1,4,6,6,4,4,3,2,2,2,1,1
391,0,32,1,4,2,2,1,7,1,1,2,6,6,5,6,6,1,1,1,1,8,9,7,2,2,5,6,5,6,4,3,7,5,4,1,7,7,6,6,7,2,4,2,2,6
392,0,30,2,2,5,4,1,5,2,5,4,3,4,2,4,4,2,4,5,4,5,4,7,7,6,4,5,6,5,6,5,7,6,4,5,4,4,5,5,5,4,5,4,4,2
393,0,40,1,6,2,6,1,6,2,2,1,6,5,1,5,5,2,5,6,1,1,9,2,1,1,7,7,5,6,7,5,7,7,7,7,7,7,7,6,6,5,5,5,2,2
394,0,62,3,2,2,1,2,5,1,1,1,1,7,1,7,4,2,1,2,8,3,7,4,2,2,6,7,7,7,7,6,6,5,7,7,7,7,1,1,1,7,7,7,6,1
395,0,33,3,4,2,2,2,7,2,6,6, ,6,5,7,2,3,2,2,3,2,6,2,2,7,5,6,5,6,5,6,2,2,2,7,3,6,5,5,6,5,6,5,6,6
396,0,42,4,4,3,4,4,5,4,5,4,4,6,4,5,5,2,6,6,7,5,2,4,2,2,5,5,6,6,5,5,6,6,6,6,7,5,6,6,6,6,6,6,5,1
397,0,25,6,3,2,5,6,5,6,6,4,4,4,5,4,5,2,1,1,6,7,3,9,9,9,6,6,5,6,6,5,6,6,5,6,5,5,5,6,5,6,5,5,6,5
398,0,36,1,1,5,1,1,4,1,1,1,1,6,1,5,3,2,1,1,7,8,2,7,6,7,5,6,5,6,7,6,6,5,7,7,7,2,6,5,5,6,6,6,3,2
399,0,35,1,1,3,5,6,5,4,6,3,5,6,3,5,3,3,5,7,9,9,1,9,9,9,6,6,6,6,5,5,6,1,7,7,3,1,3,3,3,6,6,6,2,4
400,0,33,5,1,1,5,5,7,7,6,7,5,7,5,7,5,2,6,4,5,1,7,5,5,4,7,7,7,7,7,1,7,7,7,7,7,5,6,2,2,7,5,5,5,6
