Participant_ID,Participant_Sex,Participant_Age,MEQ1,MEQ2,MEQ3,MEQ4,MEQ5,MEQ6,MEQ7,MEQ8,MEQ9,MEQ10,MEQ11,MEQ12,MRSF1,MRSF2,MRSF3,MRSF4,MRSF5,MRSF6,MRSF7,MRSF8,MRSF9,MRSF10,MRSF11,MRSF12,MRSF13,MRSF14,MRSF15,MRSF16,MRSF17,MRSF18,MRSF19,MRSF20,MRSF21,MRSF22,MRSF23,MRSF24,MRSF25,MRSF26,MRSF27,MRSF28,MRSF29,MRSF30,MRSF31,MRSF32,MRSF33,MRSF34,MRSF35,MRSF36,MRSF37,MRSF38
121,1,26,6,7,7,7,4,7,6,7,7,5,7,6,1,3,1,2,1,1,3,1,3,3,2,4,2,1,4,1,2,2,1,2,2,1,2,4,1,1,2,4,4,2,4,1,3,1,1,1,2,1
307,1,30,1,2,1,5,1,1,1,2,6,1,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
308,1,30,7,5,2,7,2,2,2,6,5,3,6,6,2,1,2,3,3,3,4,2,4,2,3,3,4,4,4,3,2,2,1,2,1,3,4,1,3,4,2,3,4,3,4,3,2,4,4,1,3,1
309,1,35,3,4,4,6,3,2,4,4,5,1,4,3,3,2,3,3,2,2,3,1,3,3,2,3,4,3,1,3,3,3,4,2,1,3,3,2,4,3,3,4,2,4,3,3,4,2,4,4,2,1
312,1,34,1,7,1,6,1,2,1,7,7,1,7,5,3,1,1,1,4,4,4,3,3,1,3,4,3,3,3,1,2,1,1,3,1,2,1,1,2,4,2,3,4,3,3,2,4,3,1,1,1,1
316,1,39,5,7,2,5,2,1,2,7,5,2,5,6,1,1,1,2,1,2,1,1,3,1,2,3,2,1,3,1,2,1,1,2,1,1,2,1,1,2,1,3,3,2,3,2,2,3,1,1,1,1
318,1,25,3,5,4,4,3,2,3,5,5,4,6,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,3,1,1,1,2,1,1,1
321,1,30,3,2,1,2,2,5,5,5,6,6,5,5,3,1,3,3,2,3,2,2,2,2,2,3,2,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1
322,1,32,1,7,4,7,4,7,4,7,7,1,7,3,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,2,1,2,1,1,1,1
323,1,33,2,7,1,5,1,4,2,7,6,2,6,5,1,1,1,1,1,1,2,1,2,1,3,4,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,1,1,1,1,1,1,1
324,1,32,2,6,1,5,1,5,3,7,5,3,4,7,1,1,1,1,2,1,2,1,3,1,3,3,2,1,2,1,2,1,1,2,1,1,1,1,1,2,1,4,4,3,3,2,1,3,2,2,1,1
326,1,45,1,4,4,5,1,1,1,1,5,1,5,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,4,3,3,1,2,1,1,1,1
328,1,31,5,3,4,3,4,6,5,4,3,5,6,5,2,3,3,4,3,2,3,3,4,3,3,4,3,3,2,3,3,4,3,3,3,4,2,3,3,4,3,2,3,3,4,3,4,3,3,3,4,2
329,1,43,1,1,1,6,1,1,1,1,6,1,6,5,1,1,1,1,1,1,1,1,3,1,2,3,2,2,4,1,1,2,1,1,1,1,1,1,1,4,2,3,3,3,3,2,3,3,3,1,2,1
331,1,39,1,1,1,6,1,3,1,1,6,1,6,4,1,1,1,1,1,1,1,1,2,1,1,4,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,4,2,1,2,1,1,1,1
334,1,50,5,6,5,5,3,5,5,5,4,5,4,5,1,1,1,2,2,1,1,2,2,1,3,3,2,2,3,2,2,2,1,2,2,1,3,2,2,1,2,3,3,3,4,3,3,2,3,2,1,2
335,1,30,1,6,4,5,1,1,1,6,6,1,6,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,3,3,1,1,2,1,1,1,1
336,1,34,6,4,5,4,3,5,6,4,5,4,5,4,3,2,3,2,2,3,3,3,2,2,4,3,4,3,2,3,2,3,3,2,3,2,3,2,3,3,3,4,3,3,2,3,3,2,3,2,3,3
337,1,37,6,4,5,5,5,7,5,3,6,6,5,7,3,4,4,4,4,3,2,3,4,4,3,2,2,2,3,4,3,3,3,3,3,3,3,2,4,3,3,3,2,3,3,3,3,3,3,3,2,3
338,1,26,6,4,6,4,6,4,2,4,1,4,2,6,3,3,2,3,1,1,2,3,4,1,3,4,3,2,3,4,4,3,4,1,4,3,2,1,2,3,1,3,4,4,3,4,2,3,2,4,3,1
339,1,47,5,4,2,4,2,6,2,4,5,2,5,6,1,1,1,1,2,1,1,2,2,1,3,3,3,1,3,1,2,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,1,3,1,2,1,1
340,1,66,2,4,1,5,1,1,4,4,7,1,7,5,1,1,1,1,1,1,1,1,3,1,1,3,2,2,4,4,1,1,1,1,1,1,1,1,1,4,1,4,3,3,4,2,2,4,2,1,1,1
341,1,25,6,6,5,5,4,5,6,4,6,4,5,4,3,2,2,3,3,2,3,2,3,3,3,2,3,3,2,3,2,3,2,3,3,2,3,3,2,3,2,3,2,2,3,2,3,4,3,2,3,1
342,1,29,1,6,1,7,1,6,6,6,7,6,7,7,1,1,1,1,3,1,2,1,3,3,4,4,3,3,4,3,1,4,1,1,1,1,1,4,1,3,3,4,4,4,4,3,1,2,1,1,4,3
343,1,62,2,2,1,5,1,2,2,2,4,2,4,2,1,1,1,1,1,1,1,1,3,1,3,4,3,3,3,2,1,1,1,1,1,1,1,1,1,2,1,3,1,3,3,2,1,2,1,1,1,1
345,1,27,5,6,3,3,5,6,4,3,5,4,6,5,3,2,2,3,3,2,3,2,3,3,3,2,3,2,2,4,3,2,1,3,3,2,1,2,3,3,2,3,3,3,2,3,2,1,2,3,3,2
346,1,53,5,5,5,4,7,6,2,6,5,2,4,6,2,1,1,1,1,2,1,1,4,2,3,3,3,1,3,1,2,1,1,3,1,1,1,1,3,4,1,4,4,4,4,4,3,3,4,1,1,1
347,1,32,4,4,5,3,5,4,5,5,4,5,2,5,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,3,1,1,1,1,1,1
349,1,32,4,5,5,5,4,4,5,6,6,5,5,5,2,3,2,2,3,3,3,2,2,2,2,3,3,3,4,3,3,4,3,3,3,3,4,3,4,4,2,2,3,2,3,3,3,2, ,3,3,2
350,1,26,4,4,5,6,5,5,4,5,5,5,5,5,1,1,1,2,2,2,3,1,2,3,3,3,3,1,4,2,1,2,1,1,1,3,1,1,3,3,1,3,4,3,3,3,2,3,3,1,2,1
353,1,34,1,6,1,5,4,5,3,6,6,3,7,5,1,1,1,1,2,1,1,1,3,1,3,4,3,3,3,1,1,1,1,2,1,2,1,1,1,2,1,4,4,3,4,3,1,3,1,1,1,1
354,1,26,1,1,1,7,1,1,5,1,7,6,7,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,1,1,3,1,1,1,1
357,1,27,2,5,5,6,2,5,2,6,6,2,5,6,3,1,1,1,2,1,1,3,2,3,3,4,3,2,2,4,3,2,1,2,1,1,1,3,3,3,3,3,4,3,3,2,3,2,2,2,3,1
358,1,43,1,4,4,7,1,4,1,4,7,2,7,6,1,1,2,1,1,2,2,2,3,2,3,4,3,4,4,4,2,2,1,2,1,1,1,1,3,4,1,4,4,3,4,2,3,4,4,1,2,1
359,1,42,2,1,3,7,2,4,2,1,7,4,7,1,3,1,3,1,1,4,4,2,4,4,4,4,4,3,2,4,1,4,2,1,2,3,2,2,3,3,3,2,2,3,3,3,2,3,3,2,2,3
360,1,44,5,4,5,6,4,5,6,4,3,5,6,5,2,3,3,4,2,3,3,4,3,2,3,2,2,3,2,3,3,3,3,2,3,3,2,3,4,3,2,3,3,2,3,2,1,2,3,3,3,2
361,1,39,5,5,5,5,5,4,6,6,6,5,4,6,2,2,2,3,2,3,2,2,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,1,3,3,3,3,3,3,2,3,3,3,3,2
362,1,71,6,7,6,7,7,6,2,7,6,6,6,7,1,1,1,1,3,4,4,4,4,4,4,4,3,3,3,4,1,1,3,3,4,4,1,1,4,4,3,4,4,4,4,4,2,2,4,1,3,2
363,1,24,5,3,2,5,3,5,1,5,2,6,3,5,3,2,3,1,3,2,3,2,4,3,2,3,2,3,2,1,3,2,3,2,3,1,3,2,3,2,3,2,3,2,3,2,1,2,3,2,1,3
364,1,29,5,2,5,3,4,3,3,6,5,3,5,4,3,2,2,4,3,2,2,3,2,3,2,4,3,3,2,3,2,3,4,3,3,3,2,1,3,2,3,3,2,3,4,2,3,3,2,3,2,4
365,1,32,2,1,2,7,2,2,1,1,7,1,7,5,2,1,3,2,1,4,4,2,3,3,3,3,3,2,3,4,2,3,2,1,3,3,1,1,4,4,2,4,4,4,4,3,2,3,3,1,2,2
366,1,34,2,7,5,4,5,2,4,7,7,1,7,6,2,1,2,1,1,1,1,3,2,1,2,2,2,1,2,1,2,1,1,2,1,1,1,1,1,3,3,2,2,3,3,2,1,2,1,2,2,1
368,1,32,5,6,5,5,5,5,6,5,6,5,5,6,3,4,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,3,3,3,2,3,3,3
371,1,30,4,4,3,4,4,1,3,1,3,4,1,1,2,3,2,2,3,2,2,3,3,1,2,2,2,1,2,2,2,3,1,2,2,1,2,2,2,3,1,2,2,2,3,1,2,1,1,2,2,3
373,1,45,1,7,1,7,1,1,4,7,7,1,7,7,1,1,1,1,1,1,3,1,2,1,1,4,2,2,3,1,1,1,1,1,1,1,1,1,1,2,1,3,3,3,3,2,1,3,2,1,1,1
374,1,29,2,5,6,6,1,4,1,5,7,1,6,2,2,1,1,1,1,1,3,1,3,2,2,4,2,2,3,1,1,2,1,1,1,1,1,2,1,1,1,3,4,3,3,1,3,3,2,1,1,1
375,1,49,1,6,2,7,2,3,5,6,6,4,6,7,2,1,4,1,3,3,4,2,3,4,4,4,4,2,4,4,1,2,2,2,2,4,1,1,3,4,2,4,4,4,4,3,3,1,3,3,2,2
378,1,29,1,6,1,6,1,5,4,6,6,1,6,6,1,1,1,1,1,1,1,1,2,1,2,4,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,2,3,3,1,1,1,1
380,1,31,1,7,1,6,1,1,1,6,7,1,6,5,3,1,3,1,2,1,1,2,3,3,3,3,2,3,4,1,2,2,1,2,1,1,1,2,1,3,1,2,4,3,4,3,3,4,3,1,2,1
381,1,31,1,7,1,7,1,2,1,7,6,1,6,7,1,1,1,1,1,1,2,1,2,1,1,3,1,1,3,1,1,1,1,1,1,2,1,1,3,1,1,3,3,3,3,2,3,3,2,1,1,1
382,1,43,6,3,4,3,5,3,3,5,5,2,4,4,3,2,3,4,3,2,2,2,3,3,2,3,2,4,3,3,2,3,2,3,3,3,2,2,3,1,2,3,3,3,3,2,1,2,2,3,2,1
385,1,27,1,5,1,7,1,1,1,6,7,1,6,6,2,1,1,1,1,1,1,1,3,1,1,4,1,3,4,1,1,3,1,1,4,1,1,1,1,2,1,4,3,3,4,2,2,3,1,1,3,1
387,1,57,4,6,4,6,3,3,4,6,6,4,6,6,2,1,1,1,2,1,1,1,3,2,2,4,2,2,3,2,2,2,1,2,1,1,1,3,1,2,2,3,3,4,3,2,1,3,2,1,2,1
388,1,21,1,6,4,7,5,7,5,7,7,6,7,1,4,1,3,1,1,3,4,1,2,1,3,4,4,1,2,4,1,1,1,1,1,1,1,2,3,1,1,3,3,4,4,4,1,2,2,1,1,1
389,1,29,1,7,1,7,1,1,1,7,7,1,7,7,1,1,1,1,1,1,1,1,1,1,1,4,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,4,1,1,4,1,1,1,1
390,1,38,5,5,6,5,2,3,4,2,6,3,3,1,1,2,2,2,3,1,2,2,2,2,2,1,2,1,1,3,2,3,3,3,2,2,2,2,1,1,1,3,3,3,2,2,3,3,3,3,2,2
391,1,32,1,2,1,7,1,1,2,6,6,5,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
392,1,30,2,4,1,5,2,5,4,3,4,2,4,4,2,2,2,3,3,1,2,2,3,3,3,4,3,1,3,1,1,3,1,1,2,2,3,1,2,1,2,3,3,3,2,3,3,2,2,1,2,2
393,1,40,1,6,1,6,2,2,1,6,5,1,5,5,3,2,3,2,4,3,3,2,1,3,2,3,2,3,4,4,1,3,2,3,2,3,2,1,3,3,1,2,3,2,3,3,2,3,2,1,2,2
394,1,62,3,1,2,5,1,1,1,1,7,1,7,4,1,1,2,1,1,2,1,2,3,1,3,4,2,2,4,4,1,1,1,1,1,1,1,1,2,4,2,4,4,4,4,3,4,4, ,1,1,1
395,1,33,3,2,2,7,2,6,6, ,6,5,7,2,3,2,3,1,3,2,3,2,3,3,4,4,4,3,3,4,2,3,3,3,3,1,1,2,2,3,2,3,4,4,4,4,2,1,2,1,2,3
396,1,42,4,4,4,5,4,5,4,4,6,4,5,5,2,1,1,1,1,1,1,1,1,1,1,3,2,1,2,2,2,1,1,1,1,1,1,1,1,3,1,3,3,3,3,2,2,3,2,1,1,1
397,1,25,6,5,6,5,6,6,4,4,4,5,4,5,3,2,3,2,3,2,3,2,3,3,2,3,3,3,2,3,2,2,3,2,2,4,3,3,2,3,3,3,3,3,2,2,3,3,2,2,3,3
398,1,36,1,1,1,4,1,1,1,1,6,1,5,3,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,3,1,2,1,1,1,1,1,1,2,1
399,1,35,1,5,6,5,4,6,3,5,6,3,5,3,1,1,1,1,1,1,1,1,4,1,4,4,3,3,3,3,1,1,1,1,1,1,1,1,1,4,1,4,4,4,3,2,4,3,1,1,1,1
400,1,33,5,5,5,7,7,6,7,5,7,5,7,5,1,1,1,1,1,1,1,1,4,1,3,4,2,1,4,1,1,1,1,1,1,1,1,1,1,3,1,4,4,4,4,2,1,3,4,1,1,1
123,2,24,6,4,5,3,4,5,3,5,6,4,2,4,3,2,4,3,2,3,2,3,4,3,3,2,3,4,2,3,2,3,2,3,2,4,3,2,2,3,2,3,3,2,3,4,3,2,3,2,3,2
132,2,24,7,4,5,5,4,4,4,4,5,4,5,5,2,4,4,1,3,4,2,2,1,2,1,1,3,1,3,3,2,2,2,2,2,2,2,2,3,1,2,1,1,1,2,3,3,2,2,3,3,2
161,2,29,6,6,5,6,6,6,5,7,6,5,6,7,3,4,3,3,3,4,4,3,3,4,4,3,3,4,3,3,4,3,4,4,3,4,3,3,4,4,3,4,3,4,3,3,3,4,4,3,4,3
181,2,27,6,5,5,6,4,5,6,4,7,5,5,6,3,3,4,3,3,4,3,4,3,3,3,3,2,4,3,3,4,3,2,3,4,3,3,2,4,3,3,3,3,4,3,3,4,2,3,3,3,4
200,2,31,6,5,7,6,5,6,5,7,6,7,7,5,4,3,4,4,2,3,3,4,3,4,2,2,3,3,4,3,4,2,3,3,4,2,4,3,2,3,3,4,3,4,3,4,2,3,4,4,2,3
215,2,58,2,5,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1
217,2,28,7,6,6,7,6,7,6,5,6,5,6,6,4,3,3,4,4,3,4,3,3,4,4,3,4,4,3,4,4,3,4,4,3,4,3,3,4,4,3,4,4,3,3,4,3,4,3,4,4,3
224,2,43,5,4,4,5,4,4,3,4,5,5,5,4,3,2,2,2,3,2,2,2,3,2,2,2,3,2,3,3,3,2,3,3,3,3,2,3,3,3,2,3,3,3,2,3,3,2,2,2,2,2
236,2,27,5,5,3,4,5,5,2,6,5,6,6,7,3,2,4,3,4,4,3,2,2,3,3,4,2,3,3,2,3,3,2,4,2,3,3,2,4,3,3,2,3,3,2,3,4,3,1,3,3,3
241,2,27,6,6,4,6,5,5,5,5,4,5,5,4,4,3,3,2,2,4,3,2,2,1,2,1,4,1,2,2,2,4,1,2,2,2,1,2,1,2,2,1,2,1,1,2,3,2,2,2,2,2
257,2,31,4,5,4,3,3,5,4,5,4,3,2,4,3,2,2,3,2,3,3,2,2,1,2,3,3,2,3,3,2,3,2,3,2,3,3,3,2,1,2,3,3,2,2,2,3,2,2,3,2,2
263,2,56,5,4,4,6,3,6,1,6,5,3,5,6,2,3,3,4,2,3,4,4,2,2,2,3,4,3,3,4,2,2,4,3,2,3,2,3,3,4,2,2,3,2,3,1,4,3,3,2,3,4
272,2,29,3,6,5,5,5,2,4,3,3,5,5,6,2,2,3,3,3,2,3,3,4,3,3,2,2,3,3,2,2,3,4,3,2,3,3,3,4,3,3,2,3,2,3,3,3,4,3,3,3,4
275,2,29,6,3,5,6,4,3,6,7,6,5,3,5,3,4,3,2,3,4,3,2,3,4,3,4,3,2,3,4,3,2,3,3,4,2,1,1,3,2,3,4,3,2,1,3,4,3,2,3,4,3
279,2,44,1,1,1,1,2,1,1,1,4,1,4,1,2,1,1,1,2,1,1,1,3,1,3,3,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,1,1,1
288,2,28,1,3,1,7,1,2,1,2,3,1,3,1,1,1,1,1,3,1,1,2,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1
122,2,26,5,3,4,6,5,6,7,3,7,4,6,7,4,3,4,4,2,3,4,2,3,4,4,3,3,4,3,4,2,3,2,3,4,3,2,3,4,4,3,4,4,3,4,4,3,3,4,4,2,2
129,2,41,4,4,3,6,2,3,6,4,6,2,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
140,2,44,1,1,1,6,1,1,1,1,7,1,6,1,1,1,3,1,1,4,4,1,1,1,3,4,3,4,4,1,1,3,1,1,1,3,1,1,4,1,1,1,4,4,4,3,1,1,1,1,3,1
145,2,29,6,3,5,3,4,5,1,5,2,3,3,4,4,4,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,2,2,3,4,3,3,4,3,3,3,3,4,2,3,2,4,3,3,4,3,2
183,2,58,1,5,1,6,1,1,1,5,7,1,7,7,3,1,2,1,3,1,4,1,4,2,4,4,2,4,4,4,1,4,1,1,3,3,1,4,1,1,1,4,3,4,4,1,4,4,4,1,4,1
197,2,41,2,2,2,6,2,2,4,3,6,3,6,3,1,1,1,1,1,1,1,1,3,1,3,4,2,2,3,1,1,1,1,2,1,1,1,2,1,1,1,3,3,3,3,1,2,3,1,1,1,1
249,2,66,1,7,1,4,1,1,1,7,4,4,7,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,3,2,2,1,2,1,1,1,1
124,2,42,1,6,1,4,1,1,4,6,4,1,4,6,2,1,2,1,1,1,1,1,1,1,3,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,3,3,1,1,1,1
125,2,40,1,6,2,5,2,2,2,6,6,2,6,6,2,3,1,3,3,1,1,3,4,3,3,3,3,3,3,1,1,3,1,2,3,3,2,2,1,1,3,3,3,3,3,3,3,3,1,1,3,1
126,2,44,2,2,2,7,2,2,1,2,6,1,6,2,3,2,3,1,2,4,3,3,3,3,3,4,3,3,3,4,1,3,1,2,2,2,1,2,3,4,3,3,3,4,3,2,2,3,3,2,3,1
127,2,25,5,2,5,6,4,6,5,5,4,6,4,5,3,1,3,2,2,1,4,2,3,3,4,3,3,2,3,2,3,3,4,2,3,2,3,3,4,3,2,2,4,2,3,2,3,2,2,4,3,3
128,2,25,4,6,5,5,4,6,3,5,7,1,7,7,3,1,1,1,1,1,3,1,4,4,4,2,2,2,3,3,3,3,3,1,2,2,1,1,1,4,1,3,4,4,4,2,3,4,4,1,1,1
131,2,29,1,1,1,7,1,2,4,1,7,2,7,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,3,1,1,1,1,3,1,1,1,3,1,1,1,3,2,1,1,1,1,1,1,1,1,1
133,2,33,3,5,2,5,3,3,2,5,4,2,4,5,2,1,2,1,3,1,2,2,3,1,3,3,3,3,2,4,2,2,1,2,1,2,1,2,1,4,1,3,3,3,3,3,1,3,4,1,2,1
134,2,39,2,5,2,7,2,5,3,5,6,2,4,5,2,1,1,1,3,2,2,1,2,2,3,4,3,2,4,1,1,2,1,1,2,2,1,1,2,1,1,4,3,4,4,1,1,3,1,1,2,1
135,2,43,3,1,1,6,2,1,4,1,6,3,6,1,3,1,2,2,4,1,4,3,4,4,4,4,4,2,1,3,4,3,1,4,2,1,1,4,1,1,2,3,4,4,4,4,1,2,4,3,3,1
136,2,28,1,5,1,4,1,1,1,4,5,1,6,4,3,1,1,1,2,1,1,2,4,1,3,4,1,4,4,4,1,3,1,3,1,1,1,1,1,1,3,2,4,3,4,1,4,4,3,4,3,1
137,2,39,2,5,3,6,5,6,2,5,3,5,3,5,3,3,2,3,4,3,3,2,3,3,2,3,3,1,3,3,2,4,1,3,3,2,2,3,3,1,2,3,3,3,3,3,1,3,1,1,1,1
138,2,27,2,5,1,7,1,1,1,7,7,1,7,5,2,1,1,1,1,1,2,2,2,3,2,4,3,1,1,1,1,2,1,2,1,1,1,1,2,1,2,3,4,2,2,2,1,1,1,1,2,1
139,2,50,1,1,1,3,1,1,1,1,7,1,7,7,1,1,1,1,1,1,1,1,4,1,3,4,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,4,3,4,3,2,4,2,1,1,2,1
141,2,27,2,3,4,4,4,4,3,4,3,4,3,4,4,4,3,3,3,2,3,3,3,3,4,4,4,4,3,3,3,4,3,4,4,3,4,3,3,3,4,3,4,4,3,3,3,4,4,3,3,3
142,2,52,7,7,6,7,4,7,6,7,6,3,7,7,2,1,1,1,1,1,1,4,2,1,3,2,4,1,3,1,4,1,1,2,1,1,1,2,1,1,3,2,4,3,3,4,3,2,1,1,1,1
143,2,27,4,5,5,5,5,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,3,2,2,2,2,2,2,4,4,4,4,4,4,2,2,2,2
144,2,32,1,7,1,7,1,1,7,7,7,7,7,7,3,1,1,2,3,1,4,1,4,1,4,4,3,4,4,1,4,1,1,1,1,1,1,1,4,1,4,4,4,4,4,2,4,4,1,2,1,1
146,2,57,1,7,1,5,1,1,1,7,7,1,7,6,1,1,1,1,1,1,1,1,4,1,4,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,4,3,4,4,3,3,4,1,1,1,1
147,2,42,3,5,1,7,1,2,2,4,6,2,6,2,1,1,1,1,1,1,1,1,1,1,3,4,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,3,1,3,2,1,1,1,1
148,2,63,1,1,1,5,1,1,1,1,4,1,5,5,1,1,1,1,1,1,1,2,3,1,3,4,1,2,4,1,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,1,4,1,1,1,1
149,2,38,2,5,1,5,1,1,1,7,4,1,3,6,2,1,2,1,1,1,2,3,2,1,3,4,1,1,2,1,1,1,1,1,1,1,1,4,2,2,1,2,3,3,3,1,1,3,3,1,1,1
150,2,33,5,2,2,3,2,1,5,2,6,2,6,1,2,1,1,1,1,1,1,2,4,1,3,4,1,2,3,1,1,1,1,1,1,1,1,1,1,1,3,4,3,4,3,1,2,2,1,1,1,1
151,2,33,1,7,4,7,1,1,1,7,7,1,7,7,2,1,1,1,4,1,3,1,4,1,4,4,2,3,4,4,2,4,1,4,1,1,1,4,2,1,1,4,4,4,4,2,1,4,4,1,4,1
152,2,36,2,5,5,6,6,2,2,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
153,2,36,1,5,1,5,1,1,1,5,4,1,4,4,1,1,1,1,1,1,1,1,2,1,3,3,2,2,4,1,1,1,1,2,1,1,1,1,3,1,1,2,2,4,2,1,1,4,1,1,1,1
154,2,29,7,1,6,6,6,7,7,6,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,3,2,3,3,3,4,3,3,4,4,4,4,3,3,4,4,3,4
155,2,33,6,4,5,7,5,3,5,5,7,3,7,3,2,1,4,3,2,3,4,4,3,3,3,4,4,4,4,2,2,2,2,2,1,1,2,4,4,2,4,3,4,4,4,4,4,4,2,2,3,1
156,2,44,6,6,2,5,2,5,6,6,7,4,7,6,2,1,1,1,2,3,4,2,4,1,3,4,2,3,4,3,1,3,1,2,1,1,1,4,1,1,1,4,4,4,4,2,3,4,1,1,3,1
157,2,42,6,1,2,6,3,1,2,1,6,2,4,2,2,1,1,1,3,1,3,3,3,3,3,3,2,1,3,1,4,3,1,2,1,1,2,3,2,1,3,3,2,3,3,1,1,3,1,4,3,1
158,2,59,1,6,1,6,1,4,1,7,7,1,7,6,2,1,1,1,1,1,1,1,2,1,3,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,1,2,1,1,1,1,1
159,2,35,2,4,2,6,2,2,2,4,4,2,4,4,2,1,1,1,2,1,1,1,3,1,3,3,1,2,3,1,3,1,1,2,1,1,1,4,1,1,2,3,1,3,3,1,2,2,2,1,1,1
160,2,65,1,1,1,1,1,1,1,1,7,1,7,1,2,1,1,1,2,1,1,1,1,1,2,3,3,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,4,3,3,4,1,3,1,3,1,1
162,2,40,5,5,1,7,1,7,2,5,7,2,7,2,4,1,4,2,4,4,4,4,4,3,4,4,2,2,4,1,2,4,1,4,4,4,2,2,4,4,4,3,4,4,4,2,2,4,1,1,4,1
163,2,31,3,5,1,3,1,1,1,5,5,1,4,5,3,1,2,1,2,2,3,3,2,1,2,2,2,2,4,3,3,2,1,1,1,1,1,4,3,2,2,2,3,2,3,2,2,4,2,1,2,1
