Participant_ID,Participant_Sex,Participant_Age,MEQ1,MEQ2,MEQ3,MEQ4,MEQ5,MEQ6,MEQ7,MEQ8,MEQ9,MEQ10,MEQ11,MEQ12,MRSF1,MRSF2,MRSF3,MRSF4,MRSF5,MRSF6,MRSF7,MRSF8,MRSF9,MRSF10,MRSF11,MRSF12,MRSF13,MRSF14,MRSF15,MRSF16,MRSF17,MRSF18,MRSF19,MRSF20,MRSF21,MRSF22,MRSF23,MRSF24,MRSF25,MRSF26,MRSF27,MRSF28,MRSF29,MRSF30,MRSF31,MRSF32,MRSF33,MRSF34,MRSF35,MRSF36,MRSF37,MRSF38
164,2,55,1,4,1,1,1,3,1,6,4,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,3,1,1
165,2,56,1,7,3,7,1,1,1,6,6,1,7,6,3,2,2,1,3,3,2,3,4,4,3,4,2,4,4,4,2,3,1,2,2,3,1,1,1,1,1,2,3,3,4,3,2,4,3,1,3,1
166,2,62,6,4,4,5,4,2,6,4,6,4,6,6,2,1,1,1,1,1,1,2,1,1,2,3,1,2,1,1,3,2,1,3,1,1,1,2,1,1,2,2,1,3,3,2,1,1,1,3,2,1
167,2,29,1,2,7,1,7,2,1,1,7,1,7,1,2,1,1,1,1,2,1,1,3,2,2,4,3,3,3,3,1,1,1,1,1,1,1,1,3,3,1,2,3,4,3,3,2,3,3,1,1,1
168,2,32,2,5,6,5,5,1,1,5,5,5,6,6,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,1
169,2,26,7,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
170,2,53,1,1,1,5,1,3,4,1,6,1,6,3,2,1,2,1,2,1,3,2,2,1,3,3,2,2,3,2,1,2,1,2,1,2,1,2,2,1,2,3,3,4,4,3,1,3,1,1,1,1
171,2,39,2,6,2,6,2,5,2,7,6,2,6,7,3,2,3,2,2,1,1,2,2,3,4,3,4,3,4,1,1,2,1,3,2,2,1,1,1,1,1,1,3,4,4,2,2,2,1,1,1,1
172,2,27,2,6,2,6,2,3,2,6,6,2,7,6,1,1,1,1,1,1,2,1,2,1,3,4,2,2,3,2,1,1,1,1,1,1,1,2,1,2,1,3,4,3,4,2,1,3,2,1,1,1
173,2,59,2,7,3,6,3,3,3,7,5,5,5,5,2,1,1,2,2,2,2,2,3,2,3,3,2,3,3,1,3,2,1,3,2,1,2,2,1,1,2,3,3,4,3,2,2,3,1,1,3,1
174,2,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
175,2,49,4,7,1,7,1,3,2,4,7,2,7,6,1,1,2,2,2,1,1,1,2,2,4,3,2,3,3,1,1,2,1,1,2,1,2,1,1,1,1,2,2,4,3,1,2,2,1,1,2,1
176,2,27,4,2,3,3,3,3,2,2,5,2,5,3,3,1,3,1,4,2,3,1,2,3,2,2,3,3,2,1,2,1,1,4,1,2,1,4,2,1,1,3,2,2,3,3,1,2,2,1,2,1
177,2,66,1,4,1,5,1,2,1,6,6,1,6,6,2,1,1,1,1,1,1,1,3,1,3,4,1,2,4,1,1,2,1,1,1,1,1,1,1,1,1,3,4,4,4,2,1,3,1,1,1,1
178,2,41,2,5,1,6,1,1,2,4,6,2,6,5,1,1,1,1,1,1,1,2,3,1,3,3,2,2,4,1,2,1,1,2,1,1,1,3,1,1,2,3,4,4,4,2,1,1,2,2,1,1
179,2,33,2,7,1,6,1,6,1,7,6,1,7,3,1,1,1,1,1,1,1,1,1,1,1,4,4,3,4,1,2,1,1,2,1,1,1,2,4,1,1,3,4,3,4,3,2,4,1,1,1,1
180,2,55,2,2,2,7,2,2,2,2,5,1,6,2,1,1,1,1,1,1,1,1,1,1,3,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,2,1,1,1,1,1,1
184,2,30,1,5,1,4,1,2,2,6,2,2,4,2,1,1,1,1,1,1,1,1,1,1,2,3,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,3,1,2,1,1
185,2,31,1,4,2,3,1,1,1,4,6,1,5,4,2,3,3,1,2,3,4,2,3,3,3,3,4,2,2,3,2,2,3,3,2,4,2,2,3,3,2,3,3,4,3,3,2,2,3,1,2,1
186,2,60,6,2,2,5,1,4,4,1,6,1,6,2,1,1,1,1,1,1,1,1,1,1,3,3,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,1,1,1,1,1,1
187,2,32,4,4,4,3,2,3,4,4,4,3,3,3,2,2,2,2,3,3,3,2,3,4,2,3,4,3,3,3,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,4,3,3,3,3,1
188,2,70,1,1,2,3,1,1,1,1,7,1,7,6,1,1,2,1,1,1,3,1,1,1,3,4,3,2,2,3,1,1,1,1,1,1,1,1,3,2,1,4,2,3,3,2,1,2,1,1,2,1
189,2,29,2,1,1,5,1,1,1,1,5,1,5,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,3,2,2,2,1,1,1,1,1,1
190,2,46,4,2,2,6,2,2,2,2,6,2,3,2,1,1,1,1,1,1,1,1,1,3,3,3,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,3,3,3,2,3,1
191,2,37,1,6,1,6,1,1,1,6,7,1,7,1,2,1,2,1,1,1,2,1,3,1,2,4,3,1,4,1,1,1,1,2,1,1,1,3,2,1,1,3,4,3,3,3,1,1,1,1,1,1
192,2,41,3,4,4,5,3,2,2,4,5,2,6,4,2,1,1,1,1,1,1,1,3,2,3,3,2,2,2,3,2,1,1,2,1,3,1,2,2,1,2,3,4,3,3,2,1,2,3,1,1,1
193,2,46,5,6,1,6,1,2,6,6,7,3,7,4,2,1,2,1,2,1,3,1,3,1,3,4,4,4,4,2,1,1,1,1,2,2,1,1,2,1,1,3,4,4,4,3,4,3,1,1,1,1
194,2,56,3,2,2,6,2,2,5,2,5,4,6,5,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
195,2,25,1,7,1,7,1,6,1,7,7,1,7,5,1,1,1,1,1,1,1,1,4,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,1,4,1,1,1,1
196,2,49,3,2,3,5,3,2,3,3,5,4,7,5,1,1,1,1,1,1,1,2,1,1,3,3,2,1,2,1,2,1,1,1,1,1,1,1,1,1,3,2,2,3,3,1,2,1,1,1,1,1
198,2,34,4,7,4,7,6,6,5,6,7,6,5,6,3,4,3,4,4,2,3,2,3,3,3,3,4,2,4,1,4,2,2,2,2,2,2,2,2,3,3,3,2,3,2,2,4,2,1,2,3,1
199,2,60,5,6,1,6,1,5,1,6,7,1,7,1,1,1,1,1,1,1,1,4,1,3,3,4,3,1,4,4,1,1,1,3,1,1,1,1,1,3,1,4,4,3,4,3,1,4,1,1,1,1
201,2,35,2,4,5,4,5,3,2,4,6,2,5,2,1,1,1,1,1,1,1,1,3,1,3,3,2,3,2,2,2,1,1,1,1,1,1,1,1,1,2,3,3,3,2,1,3,2,1,1,1,1
202,2,50,1,4,1,5,1,1,1,5,5,1,5,5,1,1,1,1,1,1,1,1,3,1,4,4,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,2,2,3,1,1,1,1
203,2,48,1,1,1,7,1,1,1,1,7,1,7,3,1,1,2,2,2,1,2,2,2,1,4,4,3,3,3,1,1,2,1,1,1,1,2,1,1,1,1,4,4,4,4,3,1,4,1,1,2,1
204,2,42,1,6,1,7,1,1,1,6,5,1,5,6,1,1,1,1,1,1,1,1,4,1,4,4,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,3,3,1,1,1,1,1,1
205,2,48,2,5,1,6,1,2,1,5,6,1,4,4,1,1,1,1,2,1,1,2,2,1,2,4,3,3,3,1,3,1,1,1,1,1,1,1,1,1,1,2,3,2,3,2,1,1,1,1,1,1
206,2,48,1,6,1,5,1,3,4,6,5,2,3,2,1,2,1,1,1,1,2,1,1,3,3,3,2,3,4,1,1,1,1,2,1,1,1,2,1,1,2,2,4,3,3,2,3,3,1,1,1,1
207,2,41,2,1,5,7,2,5,7,2,5,2,3,1,1,1,1,1,3,1,1,2,4,4,4,4,4,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,2,1,4,1,1,1,4,1,1
208,2,60,1,4,1,6,1,2,4,4,5,1,6,6,1,1,1,1,1,1,1,1,2,1,4,4,2,2,4,1,2,1,1,1,1,1,1,1,1,1,2,3,1,4,3,1,2,3,1,1,1,1
209,2,31,1,6,4,6,5,1,1,7,6,1,6,7,1,1,1,1,1,1,1,1,3,1,4,4,2,3,4,1,2,1,1,2,1,1,1,1,1,1,1,1,4,3,3,2,3,3,4,1,1,1
210,2,38,1,3,1,7,1,1,1,1,6,1,6,2,2,1,2,1,1,2,2,1,2,1,1,3,1,3,3,1,1,1,1,3,1,2,1,1,1,1,1,2,4,4,4,2,3,4,4,1,1,1
211,2,32,1,5,1,4,1,1,1,5,5,1,5,5,1,1,2,1,1,1,2,2,1,1,1,3,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,3,3,3,2,1,2,1,1,1,1
212,2,48,1,3,1,5,1,3,1,2,6,1,6,2,1,1,1,1,2,1,1,1,2,1,3,3,1,1,3,2,3,3,1,1,1,1,1,2,1,2,1,1,2,3,3,2,2,2,1,1,3,1
213,2,45,1,1,1,5,1,1,1,2,4,1,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1
214,2,39,1,7,5,6,1,3,1,7,6,1,6,7,2,3,3,3,3,1,1,2,3,3,3,3,3,3,3,2,1,2,1,3,3,3,3,4,1,1,2,2,4,4,3,2,2,2,2,1,2,1
216,2,32,2,6,2,6,2,6,2,6,6,2,6,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,1,1,4,1,1,1,1
218,2,19, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
219,2,56,2,5,1,5,1,2,6,5,6,5,6,5,2,1,1,2,3,1,2,3,2,1,3,2,2,2,3,1,2,3,1,3,2,2,3,3,2,1,1,1,2,3,2,1,1,1,1,1,3,1
220,2,52,7,4,1,6,1,1,1,4,7,1,4,4,1,1,1,1,3,1,1,1,1,1,3,3,1,1,3,1,3,3,1,1,1,1,1,4,1,1,1,3,3,3,3,3,3,3,3,1,3,1
221,2,39,3,3,2,6,3,2,3,5,2,3,6,2,1,1,1,1,1,1,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,3,3,1,1,1,1,1,1,1
222,2,26,2,6,2,6,2,2,2,6,7,2,7,6,2,1,1,1,1,1,2,3,3,1,2,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,3,1,1,2,1,1,1,1
223,2,26,6,6,6,5,4,4,6,6,5,4,4,5,3,4,4,3,2,2,2,2,3,3,3,2,2,2,3,3,3,3,2,2,2,3,3,4,4,3,2,3,3,2,3,3,4,3,4,2,2,3
225,2,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1
226,2,32,1,6,1,4,1,6,1,6,7,1,6,6,1,1,1,1,1,1,1,1,3,1,1,3,1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,2,3,3,2,1,1,3,1,1,1,1
227,2,47,3,1,4,6,5,5,4,1,7,4,7,5,2,2,1,2,1,1,1,3,1,2,3,4,3,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,3,3,3,3,2,2,1,2,2,1
228,2,33,2,1,5,7,4,1,3,2,3,6,4,5,2,1,1,1,1,1,3,1,4,3,2,4,3,3,4,1,1,1,1,2,1,1,1,1,1,1,1,3,2,4,3,2,1,1,1,1,1,1
229,2,30,1,7,1,4,1,3,2,6,5,1,3,3,1,1,1,1,1,2,1,1,2,1,3,3,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,2,4,3,3,1,2,1,1,1,1,1
230,2,34,2,5,2,3,2,1,1,1,6,1,6,1,1,1,1,1,1,2,1,1,3,1,3,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1
231,2,57,4,2,2,7,2,3,3,2,6,1,6,6,2,1,1,2,2,1,1,1,2,1,4,4,2,4,3,1,1,2,1,1,2,1,1,3,1,1,1,4,4,4,3,1,3,3,1,1,1,1
232,2,27,1,1,1,4,1,1,1,1,4,1,4,1,3,1,2,1,3,1,3,1,4,1,1,3,1,1,3,3,1,1,1,3,1,1,1,3,1,1,1,3,3,3,3,2,1,1,3,1,1,1
233,2,34,1,7,1,7,1,4,1,7,7,1,7,5,2,1,1,1,1,2,4,1,3,3,4,4,3,4,4,4,1,1,1,1,1,2,1,1,4,4,1,4,4,4,4,3,3,4,3,1,1,1
234,2,25,2,6,1,6,1,3,5,6,6,5,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
235,2,29,2,6,5,5,2,5,5,6,6,5,6,5,2,2,2,1,3,3,3,2,2,3,2,3,2,3,3,1,1,2,1,2,2,2,1,2,1,1,2,3,3,2,2,2,3,3,1,1,2,1
237,2,28,1,5,3,4,2,2,2,6,7,2,6,5,2,1,1,1,1,1,2,2,3,2,3,4,2,3,3,3,2,1,1,1,1,1,1,1,1,1,1,3,4,3,4,2,3,2,3,2,1,1
238,2,25,7,6,7,6,5,7,6,5,6,7,6,5,4,3,4,3,2,3,3,4,3,4,3,4,3,3,4,3,4,3,4,4,3,4,3,3,4,4,3,3,3,4,3,4,3,3,2,3,4,4
239,2,60,2,5,1,7,1,1,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,3,4,3,4,3,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,2,2,1,1,1,1
240,2,39,1,1,1,1,1,1,1,1,7,1,1,1,2,1,2,1,1,1,1,1,3,1,3,3,1,1,3,3,1,1,1,3,1,1,1,3,1,1,1,3,3,3,3,1,1,1,1,1,1,1
242,2,29,2,4,1,4,1,1,1,4,4,1,4,5,1,1,1,1,1,1,1,2,3,1,2,3,2,2,3,1,2,1,1,1,1,1,1,1,1,1,2,2,1,3,3,1,2,3,1,3,1,1
243,2,45,1,4,4,6,1,4,4,4,7,4,7,4,2,1,1,1,1,1,1,1,4,1,3,4,2,4,4,1,1,2,1,2,1,1,1,1,1,1,1,2,3,3,3,1,3,4,1,1,2,1
244,2,30,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1
245,2,31,2,2,4,2,6,3,6,4,3,2,5,6,2,3,2,1,2,3,2,1,1,2,1,2,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,3,2,3,2,3,2,2,2,1,1
246,2,37,1,4,1,5,1,3,1,5,4,1,6,3,1,1,1,1,1,1,1,2,1,1,1,4,1,1,3,1,3,1,1,3,1,1,1,1,1,1,2,1,3,2,3,1,1,3,1,1,1,1
247,2,45,1,4,1,7,1,1,1,5,7,1,7,1,1,1,1,1,1,1,1,1,3,1,3,4,3,4,4,1,1,1,1,1,1,1,1,1,1,2,1,4,4,4,4,4,4,4,1,1,1,1
248,2,33,7,7,1,7,1,3,1,7,7,1,7,5,3,1,1,2,3,1,1,1,4,1,4,4,3,3,3,1,1,1,1,3,1,1,1,1,1,1,1,3,3,4,4,2,1,1,1,1,1,1
250,2,47,1,4,4,4,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,1,1,1
251,2,50,2,2,2,6,2,3,4,2,6,2,5,5,2,1,1,1,1,1,1,1,2,1,3,3,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,2,2,1,3,1,3,1,1
252,2,47,2,2,1,3,1,4,3,5,5,1,5,1,3,1,2,2,3,1,2,2,3,2,3,4,2,3,4,1,3,2,1,2,1,1,1,1,2,1,2,3,3,3,3,2,2,3,1,1,1,1
253,2,36,2,2,4,6,4,5,2,2,3,2,5,5,4,1,3,1,1,1,3,1,3,1,3,3,3,3,3,3,3,3,1,1,1,3,1,1,3,3,2,3,3,3,3,3,1,3,3,3,1,1
254,2,57,5,1,6,4,5,1,6,1,5,5,7,5,1,1,1,1,2,1,1,1,3,1,2,4,3,3,2,1,3,1,1,1,1,1,1,1,1,1,3,4,3,4,4,1,1,3,1,1,1,1
255,2,29,1,3,1,7,1,5,1,4,7,1,7,1,1,1,1,1,1,1,2,1,3,3,2,4,3,4,2,2,1,1,1,2,1,1,1,1,2,2,1,3,4,3,4,3,4,2,2,1,1,1
256,2,25,6,4,5,6,6,4,7,3,5,6,5,6,1,1,1,2,1,1,1,2,2,1,3,2,1,2,2,1,2,1,1,1,1,1,2,1,1,1,2,1,2,3,2,1,1,1,1,1,1,1
258,2,32,1,1,1,3,1,1,2,1,7,1,6,1,2,1,1,1,2,1,2,2,3,1,2,4,1,1,4,4,1,1,1,2,1,1,1,1,1,2,1,3,4,2,3,2,1,1,3,1,1,1
259,2,36,1,1,1,6,1,1,1,4,7,2,6,1,1,1,1,1,1,1,1,1,2,1,2,4,2,3,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,4,4,2,1,1,1,1,1,1
260,2,41,1,2,3,3,1,1,1,3,4,1,4,2,1,1,1,1,2,1,1,1,3,1,1,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,3,3,3,3,2,2,3,2,2,1,1
261,2,33,3,6,1,6,1,3,2,6,7,1,7,6,2,1,1,1,3,2,4,1,3,1,3,4,2,4,4,1,1,2,1,3,1,1,1,3,2,1,1,3,4,4,4,4,3,4,1,1,1,1
262,2,26,5,2,2,6,2,1,1,2,7,2,7,6,3,1,1,1,1,1,2,1,2,1,3,3,3,3,3,1,2,2,1,2,1,1,1,1,1,1,1,3,3,3,4,2,1,3,1,1,2,1
264,2,34,6,3,6,6,6,6,6,4,6,6,6,6,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,3,3,4,3,3,3,3,3,4,3,3,3,3,4,3,4,4,4
265,2,33,3,5,3,4,3,3,3,4,5,3,4,3,2,1,1,3,3,1,2,1,1,1,3,3,3,3,4,1,1,1,1,2,2,1,1,1,1,1,1,1,3,3,3,3,2,3,1,1,1,1
266,2,56,2,2,2,6,2,1,5,2,5,5,5,4,1,1,1,1,1,1,1,1,3,1,3,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,2,3,2,1,1,1
267,2,34,1,6,3,7,3,5,2,7,7,3,7,5,1,1,3,1,4,2,4,1,4,2,3,4,2,3,4,4,1,4,1,3,2,3,1,4,2,4,1,4,4,3,4,2,3,4,4,1,4,1
268,2,55,2,3,1,5,1,1,1,3,6,1,6,5,1,1,1,1,2,1,1,2,1,1,3,3,2,1,2,2,1,1,1,2,1,1,1,1,2,1,2,1,3,3,3,1,2,1,1,1,1,1
269,2,24,1,5,5,6,4,4,5,3,4,5,4,5,1,1,1,2,3,1,2,2,3,1,4,4,4,1,2,1,2,1,1,2,1,1,2,3,1,1,1,3,4,4,4,2,1,1,1,1,1,1
270,2,30,4,6,6,6,5,5,4,6,6,6,6,6,3,2,3,3,3,1,2,3,2,3,4,3,3,3,3,1,1,3,1,3,3,3,3,3,2,1,3,4,4,4,3,3,2,3,2,1,2,1
271,2,32,1,2,1,6,1,5,1,2,7,1,7,2,2,1,1,1,2,1,4,1,2,2,3,3,1,2,3,1,1,1,1,2,1,2,1,3,3,1,1,3,4,3,4,1,1,2,1,1,1,1
273,2,42,7,3,5,6,5,1,1,2,6,1,6,6,3,1,4,2,1,2,4,1,4,2,4,4,4,3,3,4,1,1,4,1,3,4,3,3,4,4,4,4,4,4,4,4,2,4,4,1,2,1
274,2,43,1,1,1,7,7,1,1,1,7,1,7,1,4,1,1,1,2,1,2,1,3,3,4,4,4,3,4,1,1,4,1,2,1,1,1,1,1,1,4,4,4,4,4,4,3,4,1,1,4,1
276,2,35,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,3,1,1,1,1,1,1,1,4,4,4,4,4,4,4,1,1,1,1
277,2,24,3,3,4,3,2,4,3,2,4,3,3,4,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2
278,2,45,5,4,3,6,3,1,4,3,5,3,5,4,2,2,1,2,2,1,3,1,2,1,3,3,2,2,3,3,3,2,1,2,1,1,1,3,1,1,1,3,3,3,3,1,2,2,1,2,1,1
280,2,30,2,4,5,5,5,2,5,4,4,6,5,5,3,1,1,1,1,1,2,2,1,2,3,3,3,2,2,2,2,2,1,3,3,2,3,2,2,3,3,2,4,3,3,3,2,3,1,3,3,3
281,2,32,5,3,3,5,3,4,4,4,3,2,5,4,3,1,3,1,1,1,1,2,1,1,2,2,1,1,2,1,3,1,1,1,1,1,1,1,1,1,2,2,3,2,2,2,1,2,1,2,1,1
282,2,34,1,7,1,5,1,2,1,7,6,1,5,7,1,1,1,1,1,1,1,3,3,1,3,4,3,3,4,1,2,1,1,1,1,1,1,2,2,1,2,3,3,3,4,3,3,4,1,1,1,1
283,2,35,6,1,1,7,1,1,5,1,7,1,7,2,4,1,3,1,1,1,4,1,2,3,4,4,3,4,4,1,1,1,1,2,1,4,1,1,1,1,1,3,4,4,4,3,3,4,1,1,1,1
284,2,40,2,4,1,4,1,3,1,3,6,1,5,4,1,1,2,1,1,1,3,1,2,1,3,4,2,3,3,2,2,1,1,2,1,1,1,4,3,3,1,2,3,4,3,2,3,3,1,1,1,1
285,2,25,3,7,1,7,1,1,1,7,7,2,4,1,3,1,1,2,2,1,2,1,3,1,3,4,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,3,3,3,1,3,1,1,1,1,1
286,2,38,2,5,2,5,2,3,2,5,5,2,5,4,2,2,4,2,2,3,3,2,2,3,4,4,3,3,3,2,1,2,1,3,2,2,1,3,2,3,1,3,3,4,4,3,1,3,3,1,1,1
287,2,35,4,5,1,5,1,3,1,5,7,1,6,5,2,1,3,1,1,1,1,1,2,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,1,1,1,1,1,1
289,2,44,6,5,4,5,6,7,6,5,6,1,1,1,3,2,4,4,3,2,3,3,2,1,2,3,4,3,3,3,4,3,2,3,4,3,2,3,2,4,4,3,2,3,4,3,2,3,3,4,3,2
290,2,39,5,2,4,4,4,1,4,4,5,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
291,2,47,1,1,1,7,1,5,1,1,7,1,4,1,4,1,4,2,4,4,4,2,4,3,4,4,4,3,4,1,2,2,1,4,2,4,2,4,4,1,2,1,4,4,4,4,3,4,1,1,2,1
292,2,38,1,4,4,4,4,4,3,3,3,3,3,4,1,2,1,3,3,1,1,3,3,1,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
293,2,36,2,5,2,5,4,3,5,5,3,5,3,5,1,1,1,1,1,1,3,1,1,2,3,3,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,2,1,2,1,1,1,1
295,2,44,5,2,2,5,2,2,5,2,5,2,5,2,1,1,1,1,1,1,1,1,1,1,2,4,3,2,4,1,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,1,4,1,1,1,1
296,2,34,1,4,1,7,1,6,1,4,6,1,7,4,4,1,4,1,2,1,1,2,2,1,3,4,2,2,4,1,2,4,1,4,1,3,1,2,4,1,2,3,4,4,4,3,4,4,2,1,4,1
297,2,38,1,6,3,3,1,1,1,6,5,1,5,2,3,1,1,1,1,1,1,1,3,1,4,4,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,1,3,2,1,1,1
298,2,44,5,2,2,4,2,3,2,2,6,2,6,2,2,1,3,1,3,3,3,2,3,1,1,4,3,2,2,2,3,3,1,2,1,1,1,2,3,2,2,2,4,3,4,3,2,2,2,1,2,1
299,2,44,1,6,1,5,1,1,1,6,4,1,4,4,4,1,2,1,3,1,1,2,4,1,3,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,4,4,3,2,1,1,1,1,1,1,1
300,2,28,2,2,2,6,2,2,3,3,3,2,3,3,1,1,1,1,1,1,1,1,3,1,3,3,1,2,2,1,1,1,2,2,2,1,2,2,3,2,3,2,2,3,2,2,3,2,2,2,3,2
301,2,56,1,1,1,1,1,1,1,1,6,1,4,4,2,1,2,1,3,1,1,1,2,1,2,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1
302,2,66,2,6,2,6,2,6,6,6,4,6,4,6,1,1,1,1,1,1,1,1,2,1,4,4,1,1,2,1,1,1,1,3,1,1,2,1,1,2,1,3,3,4,3,1,1,1,1,1,1,1
303,2,62,2,1,1,4,1,4,1,1,5,2,5,5,3,1,1,2,3,1,2,2,1,1,3,3,2,1,2,1,1,2,1,3,1,1,2,3,1,1,1,2,3,3,3,2,1,3,1,1,2,1
304,2,33,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,1,1,3,1,3,3,3,3,3,3,3,1,3,2,1,2,1,1,1,3,2,1,2,1,4,4,4,3,3,3,1,1,3,1
305,2,31,2,2,2,4,1,1,2,2,6,1,6,5,3,1,3,1,2,3,3,2,4,2,3,4,3,2,3,2,3,2,1,3,3,4,1,2,3,3,1,3,3,4,3,3,1,3,4,3,3,1
