ParticipantID,SEX,ParticipantAge,PartnerNumber,AgeSex,ParticipantLifetimeSexPartners,PastYearSexPartners,PastMonthSex,MMS1,MMS2,MMS3,MMS4,MMS5,MMS6,MMS7,MMS8,MMS9,MMS10,MMS11,MMS12,MMS13,MMS14,ZSDQ1,ZSDQ2,ZSDQ3,ZSDQ4,MiniK1,MiniK2,MiniK3,MiniK4,MiniK5,MiniK6,MiniK7,MiniK8,MiniK9,MiniK10,MiniK11,MiniK12,MiniK13,MiniK14,MiniK15,MiniK16,MiniK17,MiniK18,MiniK19,MiniK20,NumberChildrenExpect,YearsLeftLive
103,0,33,15,15,9,1,25,1,7,2,2,1,5,1,2,1,4,6,1,5,5,1.20919301261993,.500040728977605,-.612600690624048,1.24722474636429,5,5,5,6,6,6,7,7,4,7,7,5,3,6,6,5,6,6,2,4,2,40
104,0,27,3,19,2,1,3,1,3,2,4,5,6,1,2,4,4,6,1,6,2,-.507406671266396,.500040728977605,.942992074331398,.484533354702674,6,6,5,6,7,7,4,4,4,6,7,7,5,4,4,5,3,3,1,1,2,50
107,0,36,7,16,4,1,7,1,7,7,1,1,1,1,1,1,1,1,1,1,1,.350893170676764,.500040728977605,.942992074331398,-.27815803695894,4,3,3,5,4,4,4,4,4,6,7,6,6,7,6,6,5,6,1,1,0,56
109,0,25,4,19,2,1,5,1,7,1,2,1,5,1,1,1,2,7,1,7,3,.350893170676764,-.401628457849034,-1.39039707310177,-.27815803695894,5,6,6,5,5,5,6,6,6,6,7,7,7,7,7,5,5,4,4,1,1,200
113,0,28,2,27,2,1,1,5,2,3,2,5,6,6,7,6,6,4,5,2,3,.350893170676764,.500040728977605,.165195691853675,1.24722474636429,6,7,5,3,7,2,5,5,6,6,6,5,6,7,6,6,4,5,6,5,2,30
114,0,36,8,12,6,1,6,5,3,3,3,3,6,6,6,5,5,5,5,5,6,.350893170676764,.500040728977605,.942992074331398,-.27815803695894,5,6,6,5,4,3,3,2,2,5,2,1,2,4,3,4,3,4,1,1,2,50
119,0,38,10,15,15,2,6,4,3,4,2,4,6,3,4,2,2,4,2,5,3,.350893170676764,-.401628457849034,.165195691853675,.484533354702674,5,6,6,7,6,2,7,2,4,7,7,3,7,6,6,7,6,6,4,4,0,30
120,0,57,6,18,10,0,0,6,2,3,7,2,3,5,6,2,7,5,1,7,5,.350893170676764,-.401628457849034,.165195691853675,.484533354702674,5,6,6,6,7,5,6,2,4,6,3,1,6,5,5,5,5,5,6,6,0,20
121,0,26,12,15,13,1,0,6,2,1,7,7,7,4,7,6,7,7,5,7,6,1.20919301261993,.500040728977605,.942992074331398,2.0099161380259,6,6,7,7,6,2,7,5,1,5,7,1,6,7,7,7,7,7,5,1,1,50
131,1,29,1,20,11,1,0,1,1,1,1,1,7,1,2,4,1,7,2,7,1,1.20919301261993,-1.30329764467567,.942992074331398,.484533354702674,2,6,1,2,2,4,5,1,1,1,7,1,4,2,4,5,2,7,3,1,2,50
143,1,27,2,22,2,1,9,4,3,3,5,5,5,5,4,4,4,4,4,4,4,.350893170676764,-1.30329764467567,-.612600690624048,-.27815803695894,5,5,5,5,5,2,7,7,4,7,7,7,5,5,5,5,5,5,5,5,2,35
144,1,32,5,17,5,1,30,1,1,1,7,1,7,1,1,7,7,7,7,7,7,1.20919301261993,2.30337910263088,-1.39039707310177,2.0099161380259,5,7,7,7,7,1,1,7,4,7,7,7,7,7,7,7,7,7,5,6,2,45
150,1,33,3,19,5,1,0,5,3,1,2,2,3,2,1,5,2,6,2,6,1,-2.22400635515272,-1.30329764467567,-.612600690624048,-1.80354082028217,5,6,1,5,4,3,1,6,4,5,7,6,7,6,7,2,2,3,2,2,0,5
152,1,36,2,18,2,1,1,2,6,3,5,5,6,6,2,2,6,6,6,6,6,.350893170676764,.500040728977605,-1.39039707310177,-.27815803695894,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,0,45
155,1,33,10,16,7,1,2,6,6,3,4,5,7,5,3,5,5,7,3,7,3,1.20919301261993,-1.30329764467567,-1.39039707310177,1.24722474636429,6,7,2,5,5,4,2,6,4,6,7,7,6,3,6,2,5,2,1,3,1,50
156,1,44,6,20,3,1,0,6,1,2,6,2,5,2,5,6,6,7,4,7,6,-.507406671266396,-.401628457849034,.165195691853675,-.27815803695894,1,7,6,7,5,3,1,1,7,7,7,7,2,1,1,7,7,7,5,5,0,50
157,1,42,6,14,6,0,0,6,3,1,1,2,6,3,1,2,1,6,2,4,2,-2.22400635515272,-2.20496683150231,-1.39039707310177,-2.56623221194378,1,6,4,3,5,7,1,7,4,5,7,7,5,3,3,6,3,7,3,1,0,20
158,1,59,5,15,30,1,4,1,4,3,6,1,6,1,4,1,7,7,1,7,6,-.507406671266396,-.401628457849034,.165195691853675,.484533354702674,6,6,6,7,7, ,6,4,7,7,7,5,7,7,7,7,7,7,5,1,0,20
169,1,26,6,15,2,1,4,7,1,1,7,7,7,7,7,7,7,7,7,7,7,1.20919301261993,.500040728977605,.942992074331398,1.24722474636429,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,30
172,1,27,1,20,1,1,4,2,7,3,6,2,6,2,3,2,6,6,2,7,6,-.507406671266396,-1.30329764467567,-1.39039707310177,-1.04084942862055,5,5,6,5,7,5,7,7,4,7,2,7,5,5,6,3,3,5,2,4,2, 
174,1,21,12,14,5,2,3, , , , , , , , , , , , , , ,.350893170676764,.500040728977605,.942992074331398,-.27815803695894,3,5,2,2,6,5,1,3,4,7,6,2,3,3,2,5,6,6,1,4,0,60
175,1,49,14,14,33,1,0,4,3,2,7,1,7,1,3,2,4,7,2,7,6,1.20919301261993,1.40170991580424,1.72078845680912,1.24722474636429,6,6,6,7,7,6,6,6,4,6,7,7,5,3,3,7,7,7,7,1,2,50
191,1,37,6,20,6,1,20,1,7,2,6,1,6,1,1,1,6,7,1,7,1,.350893170676764,.500040728977605,-.612600690624048,-.27815803695894,5,6,6,7,6,5,7,1,4,7,7,7,7,5,7,4,4,6,4,7,1,30
194,1,56,20,15,25,0,0,3,2,2,2,2,6,2,2,5,2,5,4,6,5,-1.36570651320956,-1.30329764467567,-.612600690624048,-.27815803695894,5,5,5,5,5,5,3,6,7,4,7,4,4,4,4,5,5,5,5,3, , 
195,1,25,1,24,4,1,0,1,7,1,7,1,7,1,6,1,7,7,1,7,5,-1.36570651320956,-2.20496683150231,.165195691853675,-1.04084942862055,2,3,1,2,3,3,7,4,4,4,7,3,2,5,5,5,5,5,2,4,0, 
198,1,34,5,17,32,3,1,4,1,2,7,4,7,6,6,5,6,7,6,5,6,.350893170676764,.500040728977605,.942992074331398,.484533354702674,6,7,4,7,7,7,7,5,4,6,7,3,6,6,6,7,7,7,7,4,0,50
204,1,42,4,21,4,1,30,1,1,2,6,1,7,1,1,1,6,5,1,5,6,-.507406671266396,-1.30329764467567,-1.39039707310177,2.0099161380259,5,4,7,7,5,7,7,7,4,7,7,7,7,7,7,7,7,7,4,7,0,30
205,1,48,5,16,21,1,1,2,5,2,5,1,6,1,2,1,5,6,1,4,4,-.507406671266396,-.401628457849034,-.612600690624048,-1.04084942862055,5,5,5,5,5,6,4,5,4,7,7,5,3,5,6,3,5,6,2,1,0,20
207,1,41,6,15,65,1,0,2,1,6,1,5,7,2,5,7,2,5,2,3,1,.350893170676764,.500040728977605,.942992074331398,.484533354702674,6,6,2,7,7,3,5,7,4,4,3,1,1,5,5,2,5,5,1,1,0,35
213,1,45,3,24,17,1,4,1,7,7,1,1,5,1,1,1,2,4,1,4,1,.350893170676764,.500040728977605,.165195691853675,.484533354702674,3,6,2,3,7,6,5,7,4,5,7,3,5,5,6,5,7,6,2,1,0,45
216,1,32,2,23,5,1,2,2,2,2,6,2,6,2,6,2,6,6,2,6,2,1.20919301261993,-1.30329764467567,-.612600690624048,1.24722474636429,6,6,6,2,6,6,6,2,4,7,7,1,6,6,6,1,1,1,1,4,0,60
221,1,39,3,17,3,1,20,3,6,3,3,2,6,3,2,3,5,2,3,6,2,1.20919301261993,.500040728977605,-.612600690624048,-.27815803695894,5,6,4,6,5,4,7,7,7,7,7,6,7,4,3,6,5,6,3,2,2,50
222,1,26,4,16,4,1,1,2,7,3,6,2,6,2,2,2,6,7,2,7,6,.350893170676764,.500040728977605,-.612600690624048,.484533354702674,6,7,6,7,7,5,2,1,4,7,7,5,3,2,2,6,6,5,2,2,1,50
223,1,26,3,21,4,1,10,6,3,3,6,6,5,4,4,6,6,5,4,4,5,.350893170676764,.500040728977605,-1.39039707310177,.484533354702674,5,6,6,5,4,4,3,3,5,5,5,5,5,4,5,6,6,5,5,4,3,80
230,1,34,3,23,2,1,2,2,6,2,5,2,3,2,1,1,1,6,1,6,1,.350893170676764,-.401628457849034,.165195691853675,-.27815803695894,6,6,6,6,6,6,1,2,4,6,6,6,5,5,5,5,5,5,5,7,3,40
233,1,34,7,23,7,1,4,1,4,2,7,1,7,1,4,1,7,7,1,7,5,-.507406671266396,-.401628457849034,-1.39039707310177,-.27815803695894,5,7,5,7,7,6,2,7,4,7,7,6,7,7,7,7,7,7,5,6,2,40
234,1,25,1,20,1,0,0,2,3,3,6,1,6,1,3,5,6,6,5,6,5,.350893170676764,-2.20496683150231,-1.39039707310177,-1.80354082028217,3,6,5,2,6,6,7,7,4,4,6,2,7,7,6,3,2,2,3,1,0,50
235,1,29,6,17,10,1,5,2,5,3,6,5,5,2,5,5,6,6,5,6,5,-.507406671266396,-.401628457849034,-.612600690624048,-1.04084942862055,5,6,5,5,6,5,3,5,4,6,7,5,5,5,5,3,3,3,2,2,0,50
237,1,28,3,15,3,1,6,1,6,3,5,3,4,2,2,2,6,7,2,6,5,.350893170676764,.500040728977605,.942992074331398,-.27815803695894,5,6,5,5,6,3,5,2,4,6,7,6,6,5,5,6,5,6,5,5,2,50
242,1,29,1,17,2,2,5,2,4,2,4,1,4,1,1,1,4,4,1,4,5,.350893170676764,-1.30329764467567,.165195691853675,1.24722474636429,4,5,6,5,3,5,5,5,4,6,5,7,7,6,5,6,5,5,4,4,3,60
245,1,31,1,16,1,1,1,2,3,6,2,4,2,6,3,6,4,3,2,5,6,.350893170676764,-.401628457849034,.165195691853675,-1.04084942862055,2,5,2,5,6,6,4,6,2,7,2,4,2,5,4,2,2,3,5,1,2,40
250,1,47,10,16,20,2,25,1,3,3,4,4,4,4,1,1,1,1,1,1,4,1.20919301261993,1.40170991580424,.942992074331398,2.0099161380259,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,30
252,1,47,4,13,80,1,3,2,2,3,2,1,3,1,4,3,5,5,1,5,1,-1.36570651320956,-.401628457849034,.165195691853675,-.27815803695894,6,6,6,6,5,6,5,5,4,7,7,1,5,5,5,3,6,6,1,1,0,40
256,1,25,2,16,15,1,1,6,3,2,4,5,6,6,4,7,3,5,6,5,6,-.507406671266396,-1.30329764467567,-.612600690624048,-1.04084942862055,5,6,5,6,6,4,7,7,4,5,6,3,7,7,6,7,7,7,6,1,2,55
262,1,26,6,17,6,1,2,5,1,1,2,2,6,2,1,1,2,7,2,7,6,.350893170676764,-.401628457849034,-1.39039707310177,.484533354702674,6,6,7,7,6,7,6,6,4,6,7,7,7,6,6,7,6,7,4,5,1,60
264,1,34,5,15,3,1,1,6,2,2,3,6,6,6,6,6,4,6,6,6,6,1.20919301261993,2.30337910263088,2.49858483928684,1.24722474636429,6,7,6,7,6,5,6,7,7,7,7,7,7,6,7,7,7,7,7,7,3,10
265,1,33,1,25,1,1,5,3,3,3,5,3,4,3,3,3,4,5,3,4,3,.350893170676764,.500040728977605,.942992074331398,-.27815803695894,6,6,4,4,5,3,5,5,1,5,7,7,7,7,7,7,7,7,3,1,0,40
269,1,24,5,16,20,1,4,1,7,4,5,5,6,4,4,5,3,4,5,4,5,-.507406671266396,-.401628457849034,.942992074331398,.484533354702674,5,5,5,5,6,5,4,5,6,4,5,4,5,3,4,5,5,4,5,4,0,0
271,1,32,11,18,11,1,8,1,4,5,2,1,6,1,5,1,2,7,1,7,2,.350893170676764,.500040728977605,-1.39039707310177,-.27815803695894,6,6,5,7,6,7,6,6,4,7,7,6,5,5,5,3,3,3,2,1,0,68
277,1,24,2,17,2,1,1,3,6,6,3,4,3,2,4,3,2,4,3,3,4,.350893170676764,.500040728977605,.942992074331398,-.27815803695894,3,4,2,4,3,2,3,5,3,3,3,2,5,2,3,3,2,4,3,2,0,60
282,1,34,3,14,4,1,0,1,1,3,7,1,5,1,2,1,7,6,1,5,7,.350893170676764,-.401628457849034,.942992074331398,-.27815803695894,5,5,3,5,7,7,3,7,4,7,7,1,7,5,6,3,3,2,1,1,0,40
283,1,35,0,20,3,1,30,6,4,1,1,1,7,1,1,5,1,7,1,7,2,.350893170676764,.500040728977605,-1.39039707310177,.484533354702674,5,7,5,6,7,2,7,5,4,7,7,7,7,7,7,6,6,6,5,7,2,100
285,1,25,3,20,3,1,20,3,1,1,7,1,7,1,1,1,7,7,2,4,1,1.20919301261993,.500040728977605,.942992074331398,.484533354702674,3,6,3,6,7,6,6,6,1,6,6,1,5,6,6,6,6,6,6,6,0,40
293,1,36,7,12,7,0,0,2,1,3,5,2,5,4,3,5,5,3,5,3,5,-1.36570651320956,-1.30329764467567,-.612600690624048,-1.80354082028217,6,6,5,5,7,7,7,2,4,4,7,7,7,7,7,6,6,6,3,2,0,20
295,1,44,6,16,6,1,15,5,2,5,2,2,5,2,2,5,2,5,2,5,2,.350893170676764,.500040728977605,.165195691853675,.484533354702674,5,4,6,6,5,7,7,3,4,6,6,2,7,6,6,6,6,6,5,4,0,35
299,1,44,6,17,10,0,0,1,1,1,6,1,5,1,1,1,6,4,1,4,4,-2.22400635515272,-1.30329764467567,-.612600690624048,-2.56623221194378,5,7,5,6,7,5,1,1,4,3,7,7,5,3,7,3,2,7,1,4,0,30
301,1,56,4,21,6,0,0,1,7,7,1,1,1,1,1,1,1,6,1,4,4,.350893170676764,-1.30329764467567,-.612600690624048,-.27815803695894,4,6,6,6,7,6,6,6,4,4,7,7,6,6,6,6,6,6,6,6,0,50
307,0,30,1,28,1,0,0,1,1,3,2,1,5,1,1,1,2,6,1,5,6,.350893170676764,.500040728977605,.942992074331398,-.27815803695894,5,7,5,2,5,6,2,2,4,5,6,7,6,3,1,5,7,5,1,1,0,20
321,0,30,2,24,2,2,2,3,6,7,2,1,2,2,5,5,5,6,6,5,5,1.20919301261993,.500040728977605,.942992074331398,.484533354702674,6,5,7,2,7,3,5,6,6,6,5,6,6,6,6,6,5,6,5,5,0,30
322,0,32,12,21,4,1,18,1,1,1,7,4,7,4,7,4,7,7,1,7,3,1.20919301261993,.500040728977605,.942992074331398,-.27815803695894,1,7,7,1,7,7,7,1,1,7,1,1,7,7,7,7,7,7,1,1,1,60
323,0,33,7,26,5,1,0,2,1,2,7,1,5,1,4,2,7,6,2,6,5,1.20919301261993,1.40170991580424,1.72078845680912,.484533354702674,4,6,2,6,7,5,1,6,4,4,4,6,5,5,5,6,3,3,2,1,2,80
331,0,39,8,19,8,1,0,1,1,2,1,1,6,1,3,1,1,6,1,6,4,.350893170676764,-.401628457849034,.165195691853675,-1.80354082028217,5,5,7,3,3,2,7,7,4,4,1,5,7,7,7,7,7,7,5,5,2,40
335,0,30,5,23,1,1,8,1,7,2,6,4,5,1,1,1,6,6,1,6,2,.350893170676764,.500040728977605,.165195691853675,.484533354702674,5,5,5,6,6,5,6,6,4,7,7,7,6,6,6,6,6,6,6,6,3,50
336,0,34,1,27,1,1,5,6,4,5,4,5,4,3,5,6,4,5,4,5,4,.350893170676764,.500040728977605,.165195691853675,.484533354702674,5,3,3,5,5,4,5,4,3,5,4,5,4,5,5,4,2,5,4,5,0,70
339,0,47,2,28,3,0,0,5,2,2,4,2,4,2,6,2,4,5,2,5,6,.350893170676764,.500040728977605,.942992074331398,-.27815803695894,3,5,3,5,3,7,5,4,4,4,3,5,7,5,5,6,3,3,2,2,0,30
341,0,25,1,21,1,1,1,6,4,3,6,5,5,4,5,6,4,6,4,5,4,-2.22400635515272,-1.30329764467567,-.612600690624048,-.27815803695894,6,5,5,6,5,4,5,6,5,4,6,5,4,5,5,4,5,6,5,4,1,60
342,0,29,7,16,7,1,22,1,1,2,6,1,7,1,6,6,6,7,6,7,7,1.20919301261993,.500040728977605,.165195691853675,1.24722474636429,7,7,7,7,7,2,2,1,4,6,7,3,7,7,7,7,6,6,5,2,1,50
345,0,27,2,22,2,1,1,5,5,3,6,3,3,5,6,4,3,5,4,6,5,-.507406671266396,-.401628457849034,.165195691853675,-.27815803695894,6,3,3,4,5,3,3,4,5,4,6,4,3,5,4,3,5,6,5,3,0,50
347,0,32,5,20,5,1,1,4,4,3,4,5,3,5,4,5,5,4,5,2,5,-.507406671266396,-.401628457849034,.165195691853675,-.27815803695894,4,5,3,5,4,5,4,5,3,4,4,3,3,4,4,3,3,6,4,4,1,70
349,0,32,1,31,1,1,2,4,2,4,5,5,5,4,4,5,6,6,5,5,5,-.507406671266396,-1.30329764467567,-.612600690624048,-.27815803695894,5,6,5,6,6,6,5,4,4,5,5,5,7,7,7,6,6,6,5,5,1,75
350,0,26,1,25,1,1,1,4,4,3,4,5,6,5,5,4,5,5,5,5,5,.350893170676764,-2.20496683150231,.942992074331398,.484533354702674,5,6,6,6,6,5,4,4,4,5,6,7,5,4,4,6,6,6,4,3,2,40
354,0,26,10,13,30,10,5,1,1,1,1,1,7,1,1,5,1,7,6,7,1,.350893170676764,-.401628457849034,-.612600690624048,-.27815803695894,6,7,7,7,7,6,7,7,4,4,6,1,7,7,7,7,7,7,5,5,0,40
363,0,24,2,23,10,5,1,5,3,2,3,2,5,3,5,1,5,2,6,3,5,.350893170676764,-1.30329764467567,.942992074331398,.484533354702674,5,2,6,3,5,3,5,2,5,2,5,2,5,2,5,3,6,4,6,2,0,80
364,0,29,5,17,9,1,3,5,5,4,2,5,3,4,3,3,6,5,3,5,4,-1.36570651320956,.500040728977605,.942992074331398,-.27815803695894,5,5,6,4,5,5,3,2,5,5,5,6,6,4,5,5,3,4,6,5, ,50
366,0,34,3,22,8,1,2,2,4,2,7,5,4,5,2,4,7,7,1,7,6,.350893170676764,-1.30329764467567,-.612600690624048,-1.04084942862055,4,3,6,7,7,5,7,7,4,6,4,1,3,2,2,1,2,2,2,3,2,60
373,0,45,8,17,7,1,7,1,1,1,7,1,7,1,1,4,7,7,1,7,7,.350893170676764,.500040728977605,-1.39039707310177,1.24722474636429,6,6,5,7,7,6,1,7,7,7,7,7,6,5,6,6,6,6,5,6,0,40
374,0,29,10,17,11,0,0,2,2,2,5,6,6,1,4,1,5,7,1,6,2,.350893170676764,-1.30329764467567,-.612600690624048,-.27815803695894,6,7,7,7,6,3,7,2,4,4,7,6,5,5,5,6,6,6,2,2,1,40
378,0,29,6,18,4,1,8,1,3,2,6,1,6,1,5,4,6,6,1,6,6,1.20919301261993,.500040728977605,.942992074331398,-1.04084942862055,5,6,5,6,6,2,7,3,4,7,7,2,7,7,7,4,2,3,2,1,2,80
381,0,31,12,14,10,1,5,1,7,1,7,1,7,1,2,1,7,6,1,6,7,1.20919301261993,.500040728977605,.942992074331398,.484533354702674,6,7,7,6,2,2,7,5,4,7,6,2,6,5,5,6,5,5,2,4,0,40
385,0,27,2,20,2,1,1,1,3,2,5,1,7,1,1,1,6,7,1,6,6,.350893170676764,.500040728977605,-.612600690624048,-.27815803695894,1,6,7,5,6,2,7,7,4,7,1,7,6,6,6,6,6,6,5,5,1,45
387,0,57,22,17,17,1,6,4,3,2,6,4,6,3,3,4,6,6,4,6,6,.350893170676764,-.401628457849034,-1.39039707310177,-.27815803695894,4,5,6,6,5,5,6,6,6,6,6,6,6,6,6,6,5,6,3,2,0,30
388,0,21,1,21,1,1,4,1,7,7,6,4,7,5,7,5,7,7,6,7,1,.350893170676764,1.40170991580424,2.49858483928684,1.24722474636429,7,4,5,3,6,4,5,6,2,7,3,6,3,7,7,7,2,5,4,6,2,40
389,0,29,4,24,3,1,5,1,1,1,7,1,7,1,1,1,7,7,1,7,7,1.20919301261993,.500040728977605,.942992074331398,.484533354702674,7,7,7,7,7,5,6,7,4,7,7,7,7,7,7,7,7,7,4,4,0,5
390,0,38,5,16,5,1,10,5,4,5,5,6,5,2,3,4,2,6,3,3,1,.350893170676764,.500040728977605,.942992074331398,-1.04084942862055,6,6,2,2,5,2,5,1,1,4,6,6,4,4,3,2,2,2,1,1,1,60
392,0,30,5,17,5,1,15,2,2,5,4,1,5,2,5,4,3,4,2,4,4,1.20919301261993,1.40170991580424,.942992074331398,.484533354702674,4,5,6,5,6,5,7,6,4,5,4,4,5,5,5,4,5,4,4,2,1,60
397,0,25,2,19,1,1,3,6,3,2,5,6,5,6,6,4,4,4,5,4,5,1.20919301261993,2.30337910263088,2.49858483928684,2.0099161380259,6,6,5,6,6,5,6,6,5,6,5,5,5,6,5,6,5,5,6,5,3,40
399,0,35,12,17,18,2,0,1,1,3,5,6,5,4,6,3,5,6,3,5,3,1.20919301261993,1.40170991580424,1.72078845680912,2.0099161380259,6,6,6,6,5,5,6,1,7,7,3,1,3,3,3,6,6,6,2,4,2,40
